"","CardNames","DeckCount","WinrateAverage"
"1","Steam Vents",262,70.2
"2","Lightning Bolt",256,69.8
"3","Scalding Tarn",248,69.8
"4","Misty Rainforest",224,69.2
"5","Flooded Strand",201,69.1
"6","Ragavan, Nimble Pilferer",195,69
"7","Otawara, Soaring City",184,68.9
"8","Spell Pierce",173,70.2
"9","Island",167,69.1
"10","Mishra's Bauble",166,68.9
"11","Boseiju, Who Endures",157,69.6
"12","Expressive Iteration",154,68.9
"13","Dragon's Rage Channeler",153,69.1
"14","Forest",150,68.8
"15","Polluted Delta",146,69
"16","Mountain",146,70.3
"17","Fiery Islet",138,67.9
"18","Unholy Heat",137,68.9
"19","Spirebluff Canal",136,68.7
"20","Wooded Foothills",128,70.7
"21","Ledger Shredder",121,68.8
"22","Consider",119,68.6
"23","Stomping Ground",115,70.5
"24","Arid Mesa",113,70.8
"25","Counterspell",111,68.6
"26","Sacred Foundry",107,69.5
"27","Urza's Saga",105,69.4
"28","Bloodstained Mire",104,70.5
"29","Plains",96,69
"30","Murktide Regent",93,67.9
"31","Swamp",93,69.7
"32","Breeding Pool",92,69.4
"33","Hallowed Fountain",91,70
"34","Fury",90,70
"35","Snow-Covered Island",89,69.2
"36","Teferi, Time Raveler",88,70.7
"37","Spell Snare",80,69.2
"38","Temple Garden",80,68.9
"39","Blood Crypt",78,72.7
"40","Fable of the Mirror-Breaker",74,72.4
"41","Windswept Heath",72,68.6
"42","Springleaf Drum",69,69.2
"43","Leyline Binding",67,70.5
"44","Verdant Catacombs",63,69.4
"45","Ketria Triome",63,71.9
"46","Prismatic Ending",62,70.8
"47","Shadowspear",61,70.4
"48","Wrenn and Six",59,72.7
"49","Fire // Ice",59,73
"50","Brazen Borrower",58,69.1
