"","SetCode","NoCopies","Winrate"
"1","MH2",6158,0.694
"2","LEA",2848,0.694
"3","ZEN",2694,0.698
"4","MH1",1962,0.696
"5","ONS",1757,0.695
"6","NEO",1146,0.699
"7","GPT",1014,0.703
"8","ELD",838,0.698
"9","SNC",766,0.692
"10","KLD",740,0.683
"11","STX",717,0.702
"12","RAV",659,0.688
"13","CSP",659,0.688
"14","DIS",630,0.701
"15","MID",568,0.696
"16","LRW",550,0.696
"17","WWK",547,0.702
"18","M20",507,0.705
"19","5DN",486,0.691
"20","WAR",481,0.697
"21","THB",473,0.702
"22","IKO",466,0.7
"23","NPH",461,0.693
"24","FUT",429,0.687
"25","SOM",415,0.693
"26","MRD",407,0.689
"27","ICE",391,0.697
"28","DMU",382,0.7
"29","DRK",379,0.696
"30","ZNR",349,0.664
"31","CMD",348,0.701
"32","AER",332,0.715
"33","DKA",330,0.687
"34","EMN",317,0.7
"35","ATQ",312,0.692
"36","ARB",294,0.698
"37","TSP",290,0.687
"38","AFR",266,0.705
"39","BRO",263,0.679
"40","KTK",261,0.683
"41","APC",223,0.725
"42","AVR",217,0.688
"43","VOW",210,0.689
"44","PLC",205,0.688
"45","PC2",200,0.702
"46","ALA",198,0.681
"47","RNA",191,0.68
"48","M11",185,0.67
"49","ORI",184,0.692
"50","DGM",179,0.693
"51","M21",162,0.708
"52","MBS",156,0.689
"53","CHK",155,0.676
"54","DST",153,0.705
"55","HOU",153,0.68
"56","ROE",149,0.702
"57","PLS",142,0.702
"58","KHM",137,0.702
"59","RTR",136,0.693
"60","SHM",133,0.674
"61","CON",133,0.695
"62","MIR",129,0.691
"63","AKH",129,0.699
"64","SOK",123,0.695
"65","M19",109,0.698
"66","ONE",98,0.685
"67","GTC",98,0.634
"68","DOM",94,0.696
"69","OGW",89,0.69
"70","XLN",83,0.691
"71","INV",80,0.667
"72","STH",77,0.709
"73","DTK",74,0.694
"74","BFZ",67,0.668
"75","MOR",65,0.685
"76","SOI",64,0.7
"77","M12",62,0.684
"78","JUD",61,0.709
"79","EVE",60,0.694
"80","M13",60,0.708
"81","JOU",60,0.655
"82","ISD",52,0.688
"83","GRN",48,0.698
"84","FRF",29,0.664
"85","M15",18,0.682
"86","C14",15,0.695
"87","ARN",12,0.739
"88","WTH",12,0.702
"89","M10",11,0.744
"90","P02",8,0.733
"91","TMP",8,0.696
"92","BOK",6,0.692
"93","LEG",5,0.703
"94","S99",1,0.778
