"","CardNames","DeckCount","Winrate95Min"
"1","Prismari Command",30,70.9
"2","Indomitable Creativity",28,69.9
"3","Dwarven Mine",28,69.9
"4","Archon of Cruelty",29,69.4
"5","Blood Crypt",78,69
"6","Transmogrify",14,68.9
"7","Fire // Ice",59,68.9
"8","Fable of the Mirror-Breaker",74,68.7
"9","Wrenn and Six",59,68.6
"10","Steam Vents",262,68.2
"11","Persist",22,67.9
"12","Ketria Triome",63,67.9
"13","Mana Leak",11,67.8
"14","Arid Mesa",113,67.8
"15","Wooded Foothills",128,67.8
"16","Lightning Bolt",256,67.8
"17","Spell Pierce",173,67.7
"18","Scalding Tarn",248,67.7
"19","Mountain",146,67.6
"20","Stomping Ground",115,67.5
"21","Ziatora's Proving Ground",28,67.3
"22","Bloodstained Mire",104,67.3
"23","Teferi, Time Raveler",88,67.2
"24","Boseiju, Who Endures",157,67
"25","Misty Rainforest",224,67
"26","Flooded Strand",201,66.7
"27","Prismatic Ending",62,66.6
"28","Hallowed Fountain",91,66.6
"29","Ragavan, Nimble Pilferer",195,66.6
"30","Fury",90,66.5
"31","Island",167,66.5
"32","Dragon's Rage Channeler",153,66.5
"33","Otawara, Soaring City",184,66.5
"34","Prismatic Vista",16,66.4
"35","Force of Negation",56,66.4
"36","Leyline Binding",67,66.4
"37","Sacred Foundry",107,66.3
"38","Mishra's Bauble",166,66.3
"39","Expressive Iteration",154,66.3
"40","Swamp",93,66.2
"41","Polluted Delta",146,66.2
"42","Underworld Breach",58,66.1
"43","Shadowspear",61,66.1
"44","Urza's Saga",105,66.1
"45","Unholy Heat",137,66.1
"46","Forest",150,66.1
"47","Xander's Lounge",22,66
"48","Raugrin Triome",46,65.9
"49","Breeding Pool",92,65.9
"50","Seasoned Pyromancer",48,65.8
