"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Devotion Walkers - Rakdos Midrange,Jund Sacrifice - Rakdos Sacrifice - Bant Humans,,Rakdos Sacrifice - Jund Sacrifice,Rakdos Sacrifice - Jund Sacrifice
"Tiers 1.5",Azorius Control - Phoenix - Mono White Humans - Abzan Grease Fang - Boros Heroic - Rakdos Sacrifice - Bant   Spirits,Mono Blue Spirits - Simic Lotus   Strings - Abzan Grease Fang - Rakdos Midrange,Rakdos Sacrifice - Rakdos Midrange - Devotion Walkers - Abzan Grease Fang - Jund Sacrifice - Azorius Control - Boros Heroic - Mono White Humans - Bant   Spirits,Rakdos Midrange - Abzan Grease Fang - Devotion Walkers - Azorius Control - Mono Blue Spirits - Boros Heroic,Rakdos Midrange - Abzan Grease Fang - Devotion Walkers - Azorius Control - Mono Blue Spirits - Boros Heroic
"Tiers 2",Mono Red Aggro - Jund Sacrifice - Simic Lotus   Strings - Mono Blue Spirits,Azorius Control - Mono Red Aggro - Boros Heroic - Bant   Spirits - Devotion Walkers - Mono White Humans,Mono Red Aggro - Simic Lotus   Strings - Mono Blue Spirits - Phoenix - Bant Humans,Simic Lotus   Strings - Mono Red Aggro - Bant Humans - Mono White Humans - Bant   Spirits,Simic Lotus   Strings - Mono Red Aggro - Bant Humans - Mono White Humans - Bant   Spirits
"Tiers 2.5",Bant Humans - Niv To Light,Niv To Light - Phoenix,Niv To Light,Phoenix - Niv To Light,Phoenix - Niv To Light
