"","SetCode","NoCopies","Winrate"
"1","MH2",5146,0.738
"2","MH1",2236,0.737
"3","ZEN",2185,0.741
"4","LEA",1943,0.738
"5","ONS",1902,0.741
"6","ELD",895,0.741
"7","LRW",877,0.736
"8","WWK",858,0.739
"9","RAV",833,0.74
"10","ZNR",782,0.746
"11","STX",694,0.744
"12","M20",640,0.736
"13","SOM",620,0.738
"14","DIS",610,0.74
"15","5DN",593,0.746
"16","GPT",588,0.743
"17","ICE",569,0.744
"18","CSP",545,0.743
"19","KLD",534,0.731
"20","WAR",532,0.74
"21","IKO",513,0.739
"22","NPH",484,0.729
"23","THB",478,0.735
"24","FUT",411,0.736
"25","EMN",396,0.733
"26","ROE",384,0.744
"27","MRD",354,0.735
"28","ATQ",350,0.745
"29","MID",323,0.723
"30","AVR",313,0.741
"31","TSP",311,0.725
"32","AER",263,0.74
"33","MBS",254,0.735
"34","PLS",239,0.755
"35","DTK",236,0.753
"36","M11",234,0.736
"37","M19",233,0.744
"38","CON",224,0.735
"39","ARB",223,0.746
"40","AFR",218,0.723
"41","ALA",215,0.735
"42","DRK",212,0.73
"43","CHK",189,0.744
"44","SHM",188,0.724
"45","KTK",182,0.735
"46","DKA",175,0.708
"47","GTC",165,0.74
"48","APC",163,0.736
"49","PC2",160,0.752
"50","SOK",142,0.727
"51","RTR",138,0.713
"52","PLC",124,0.725
"53","JOU",124,0.721
"54","M21",116,0.705
"55","RNA",110,0.738
"56","DST",105,0.724
"57","GRN",100,0.73
"58","ISD",96,0.762
"59","OGW",79,0.709
"60","CMD",73,0.723
"61","AKH",70,0.741
"62","SOI",68,0.747
"63","XLN",67,0.711
"64","NEM",66,0.74
"65","DOM",64,0.706
"66","DGM",62,0.737
"67","HOU",58,0.727
"68","MOR",54,0.72
"69","MIR",52,0.692
"70","BFZ",51,0.719
"71","ULG",47,0.766
"72","M12",43,0.734
"73","VOW",41,0.734
"74","INV",40,0.75
"75","STH",38,0.73
"76","ARN",29,0.672
"77","M10",29,0.699
"78","WTH",28,0.7
"79","EVE",26,0.705
"80","ORI",26,0.695
"81","KHM",21,0.742
"82","FRF",20,0.746
"83","JUD",20,0.737
"84","TMP",18,0.761
"85","M15",18,0.727
"86","M13",15,0.703
"87","ALL",14,0.675
"88","PTK",10,0.684
"89","LEG",8,0.712
"90","P02",8,0.636
"91","BOK",7,0.658
"92","THS",6,0.743
"93","C14",3,0.625
"94","TOR",1,0.778
