"","CardNames","DeckCount","WinrateAverage"
"1","Scalding Tarn",260,72.6
"2","Island",242,73.3
"3","Steam Vents",228,72.9
"4","Lightning Bolt",213,71.7
"5","Wooded Foothills",191,72
"6","Forest",190,72.5
"7","Misty Rainforest",182,73.1
"8","Mishra's Bauble",181,72.2
"9","Stomping Ground",172,72.3
"10","Mountain",167,72
"11","Flooded Strand",161,73.4
"12","Dragon's Rage Channeler",157,72.4
"13","Ragavan, Nimble Pilferer",151,72.5
"14","Bloodstained Mire",141,71.8
"15","Plains",140,72.2
"16","Unholy Heat",139,72.5
"17","Urza's Saga",137,72.1
"18","Sacred Foundry",127,71.2
"19","Breeding Pool",117,73
"20","Shadowspear",111,71.1
"21","Prismatic Ending",109,73.4
"22","Polluted Delta",107,72.8
"23","Raugrin Triome",99,72.2
"24","Spirebluff Canal",99,73.1
"25","Counterspell",97,73
"26","Swamp",96,72.4
"27","Teferi, Time Raveler",95,71.9
"28","Force of Negation",95,73.3
"29","Expressive Iteration",94,71.8
"30","Arid Mesa",92,70.5
"31","Blood Crypt",92,72.3
"32","Archmage's Charm",91,73.6
"33","Wrenn and Six",89,72.5
"34","Brazen Borrower",87,73.8
"35","Fiery Islet",85,72.1
"36","Shardless Agent",83,73.8
"37","Violent Outburst",83,73.8
"38","Prismari Command",81,73.1
"39","Ketria Triome",79,72.9
"40","Fury",78,72
"41","Fire // Ice",78,73.4
"42","Inquisition of Kozilek",76,73.3
"43","Murktide Regent",75,72.5
"44","Thoughtseize",74,71.8
"45","Hallowed Fountain",73,73.3
"46","Inkmoth Nexus",72,70.3
"47","Springleaf Drum",70,70.8
"48","Sunbaked Canyon",70,71
"49","Blackcleave Cliffs",70,73.3
"50","Ornithopter",67,71.1
