"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Hammer Time - Izzet Murktide - Temur Footfalls - Jund Saga - Burn - Blue Living End - Creativity Combo,Thopter Urza - Affinity - Yawgmoth - Azorius Control,Temur Footfalls - Izzet Murktide - Blue Living End - Jund Saga - Azorius Control - Hammer Time - Yawgmoth,Izzet Murktide - Hammer Time - Temur Footfalls - Jund Saga - Blue Living End - Burn - Azorius Control - Creativity Combo,Izzet Murktide - Hammer Time - Temur Footfalls - Jund Saga - Blue Living End - Burn - Azorius Control - Creativity Combo
"Tiers 1.5",Azorius Control - Green Tron - Jeskai Control - Mill - Elementals - Yawgmoth,Grixis Monkey - Belcher - Blue Tron - Blue Living End - Temur Footfalls - Jund Saga - Mill - Naya Saga - Domain Zoo - BTL Scapeshift - Jeskai Control - Izzet Murktide - Mardu Midrange,Mill - Burn - Creativity Combo - Jeskai Control - Grixis Monkey - Thopter Urza - Green Tron - Elementals - BTL Scapeshift,Mill - Jeskai Control - Yawgmoth - Green Tron - Elementals - Grixis Monkey,Mill - Jeskai Control - Yawgmoth - Green Tron - Elementals - Grixis Monkey
"Tiers 2",Grixis Shadow - Grixis Monkey - Mardu Midrange - BTL Scapeshift - WURG Footfalls - Hardened Scales - Rakdos Midrange - Infect - Ad Nauseam - Thopter Urza - Dredge - Niv To Light - Eldrazi Tron - Temur Saga - Gruul Saga - Belcher - Naya Saga - Domain Zoo,Amulet Titan - Creativity Combo - Rakdos Midrange - Hammer Time - Niv To Light - Eldrazi Tron - Burn - WURG Footfalls - Elementals,Mardu Midrange - Belcher - Affinity - Grixis Shadow - Rakdos Midrange - Naya Saga - Domain Zoo - WURG Footfalls - Blue Tron - Niv To Light - Eldrazi Tron - Hardened Scales,Thopter Urza - Mardu Midrange - BTL Scapeshift - Grixis Shadow - Belcher - Affinity - WURG Footfalls - Rakdos Midrange - Naya Saga - Domain Zoo - Blue Tron - Hardened Scales - Niv To Light - Eldrazi Tron - Dredge - Amulet Titan,Thopter Urza - Mardu Midrange - BTL Scapeshift - Grixis Shadow - Belcher - Affinity - WURG Footfalls - Rakdos Midrange - Naya Saga - Domain Zoo - Blue Tron - Hardened Scales - Niv To Light - Eldrazi Tron - Dredge - Amulet Titan
"Tiers 2.5",Affinity - Amulet Titan - Blue Tron,Green Tron - Temur Saga - Gruul Saga - Dredge - Grixis Shadow - Hardened Scales - Infect - Ad Nauseam,Amulet Titan - Dredge - Infect - Temur Saga - Gruul Saga - Ad Nauseam,Infect - Temur Saga - Gruul Saga - Ad Nauseam,Infect - Temur Saga - Gruul Saga - Ad Nauseam
