"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",209,72.8
"2","Mystical Dispute",184,73
"3","Lurrus of the Dream-Den",182,71.9
"4","Alpine Moon",151,71.8
"5","Chalice of the Void",136,72.1
"6","Flusterstorm",132,72.7
"7","Force of Vigor",128,72.7
"8","Void Mirror",122,72.9
"9","Pithing Needle",108,70.7
"10","Endurance",107,73.5
"11","Path to Exile",100,71
"12","Blood Moon",99,74.1
"13","Sanctifier en-Vec",85,70.2
"14","Prismatic Ending",80,70.8
"15","Torpor Orb",79,73.3
"16","Soul-Guide Lantern",75,72.4
"17","Wear // Tear",64,73.1
"18","Force of Negation",63,72.7
"19","Veil of Summer",62,71.4
"20","Rest in Peace",58,71.4
"21","Foundation Breaker",56,71.8
"22","Seal of Cleansing",51,70.6
"23","Terminate",48,73.3
"24","Dovin's Veto",47,74.2
"25","Subtlety",44,73.6
"26","Relic of Progenitus",44,71.5
"27","Nihil Spellbomb",41,73.4
"28","Ancient Grudge",40,72.4
"29","Emrakul, the Aeons Torn",38,74.6
"30","Thoughtseize",36,70.7
"31","Aether Gust",35,71.9
"32","Tormod's Crypt",35,70.3
"33","Drannith Magistrate",34,71.6
"34","Abrade",33,73.5
"35","Smash to Smithereens",33,70.1
"36","Kozilek's Return",32,74.1
"37","Celestial Purge",31,75.4
"38","Kolaghan's Command",31,72.2
"39","Deflecting Palm",30,69.9
"40","Spell Pierce",29,73.3
"41","Manriki-Gusari",29,70.9
"42","Dress Down",29,71.1
"43","Kor Firewalker",27,68.6
"44","Hushbringer",26,72.7
"45","Fracturing Gust",25,75
"46","Crumble to Dust",25,72.4
"47","Shattering Spree",24,70.6
"48","Timely Reinforcements",23,70.8
"49","Kaheera, the Orphanguard",23,70.3
"50","Roiling Vortex",23,70.1
