"","CardNames","DeckCount","WinrateAverage"
"1","Inquisition of Kozilek",1,100
"2","Guttural Response",1,100
"3","Mana Tithe",1,100
"4","Expedition Map",3,91.7
"5","Kroxa, Titan of Death's Hunger",2,87.5
"6","Grapeshot",2,87.5
"7","Grist, the Hunger Tide",1,87.5
"8","Void Winnower",3,86.7
"9","Ethersworn Canonist",2,85.7
"10","Archmage's Charm",2,83.3
"11","Faerie Macabre",9,82
"12","Flame Blitz",2,81.8
"13","Summary Dismissal",7,80.8
"14","Toski, Bearer of Secrets",3,80
"15","Assassin's Trophy",7,79.6
"16","Crime // Punishment",6,79.5
"17","Obstinate Baloth",4,79.4
"18","Tempted by the Oriq",4,79.2
"19","Stubborn Denial",5,78.6
"20","Reclamation Sage",3,78.3
"21","Blossoming Calm",5,77.8
"22","Shadows' Verdict",1,77.8
"23","Thrun, the Last Troll",1,77.8
"24","Mindslaver",1,77.8
"25","Spellskite",1,77.8
"26","Dispel",1,77.8
"27","Clout of the Dominus",1,77.8
"28","Seal of Removal",1,77.8
"29","Hide // Seek",1,77.8
"30","Ashiok, Dream Render",4,77.4
"31","Etched Champion",2,76.9
"32","Pyromancer Ascension",2,76.9
"33","Winds of Abandon",2,76.9
"34","Welding Jar",8,76.8
"35","Dispatch",4,76.2
"36","Gemstone Caverns",8,76
"37","Weather the Storm",4,76
"38","Jace, the Mind Sculptor",21,75.6
"39","Celestial Purge",31,75.4
"40","Damping Sphere",18,75.4
"41","Threads of Disloyalty",12,75.3
"42","Fracturing Gust",25,75
"43","Warping Wail",5,75
"44","Extirpate",4,75
"45","Elixir of Immortality",3,75
"46","Lavinia, Azorius Renegade",3,75
"47","Necromentia",3,75
"48","Thunderkin Awakener",3,75
"49","Metallic Rebuke",3,75
"50","Arasta of the Endless Web",3,75
