"","SetCode","NoCopies","Winrate"
"1","MH2",2825,0.72
"2","LEA",1602,0.721
"3","MH1",1387,0.719
"4","ZEN",1313,0.715
"5","ONS",926,0.73
"6","WWK",480,0.706
"7","WAR",477,0.714
"8","ELD",454,0.71
"9","RAV",446,0.73
"10","LRW",443,0.732
"11","KLD",385,0.704
"12","IKO",378,0.722
"13","SOM",376,0.722
"14","5DN",370,0.716
"15","DIS",351,0.739
"16","GPT",346,0.73
"17","NPH",344,0.706
"18","MRD",338,0.717
"19","ZNR",319,0.717
"20","ATQ",302,0.683
"21","M20",299,0.711
"22","RTR",298,0.72
"23","MID",273,0.718
"24","CSP",267,0.715
"25","DKA",255,0.698
"26","SHM",243,0.72
"27","TSP",241,0.723
"28","STX",217,0.699
"29","ROE",216,0.701
"30","FUT",214,0.718
"31","KTK",213,0.722
"32","EMN",204,0.689
"33","GTC",200,0.728
"34","THB",196,0.71
"35","ICE",194,0.734
"36","CON",188,0.71
"37","OGW",173,0.698
"38","AFR",158,0.717
"39","AER",154,0.703
"40","CHK",153,0.712
"41","M19",152,0.717
"42","MBS",147,0.696
"43","ARB",136,0.739
"44","RNA",130,0.702
"45","AVR",129,0.734
"46","JOU",129,0.718
"47","CMD",125,0.7
"48","DRK",113,0.7
"49","ALA",109,0.687
"50","PC2",92,0.746
"51","ISD",92,0.698
"52","APC",88,0.71
"53","XLN",88,0.701
"54","SOK",86,0.707
"55","M10",79,0.724
"56","DOM",79,0.704
"57","PLC",69,0.734
"58","DST",69,0.681
"59","HOU",68,0.697
"60","INV",64,0.662
"61","M21",60,0.694
"62","M11",52,0.711
"63","AKH",49,0.732
"64","MIR",49,0.696
"65","SOI",43,0.678
"66","M12",42,0.691
"67","DTK",41,0.718
"68","EVE",41,0.718
"69","PLS",39,0.754
"70","GRN",39,0.728
"71","NEM",39,0.676
"72","DGM",35,0.716
"73","BFZ",34,0.692
"74","MOR",29,0.699
"75","M13",22,0.667
"76","ORI",20,0.679
"77","FRF",18,0.68
"78","KHM",17,0.647
"79","WTH",16,0.733
"80","TMP",14,0.692
"81","STH",13,0.632
"82","ULG",10,0.676
"83","P02",8,0.75
"84","M15",7,0.725
"85","ARN",7,0.652
"86","C14",6,0.707
"87","BNG",6,0.706
"88","ALL",4,0.714
"89","JUD",4,0.714
"90","PTK",3,0.667
"91","LEG",2,0.714
"92","TOR",2,0.75
