"","CardNames","DeckCount","Winrate95Min"
"1","Engineered Explosives",111,69.3
"2","Endurance",60,69.2
"3","Kaheera, the Orphanguard",47,68.7
"4","Force of Negation",54,68.7
"5","Thoughtseize",39,68.5
"6","Alpine Moon",67,68.5
"7","Force of Vigor",56,68.2
"8","Lurrus of the Dream-Den",87,68.2
"9","Klothys, God of Destiny",10,67.9
"10","Torpor Orb",57,67.8
"11","Sunset Revelry",36,67.6
"12","Mystical Dispute",86,67.3
"13","Terminate",14,67.1
"14","Nihil Spellbomb",26,67.1
"15","Rest in Peace",59,66.8
"16","Blood Moon",43,66.7
"17","Chalice of the Void",50,66.7
"18","Foundation Breaker",14,66.5
"19","Leyline of the Void",13,66.4
"20","Pithing Needle",50,66.4
"21","Roiling Vortex",30,66.2
"22","Flusterstorm",58,66.2
"23","Smash to Smithereens",31,66.1
"24","Dovin's Veto",40,65.9
"25","Void Mirror",45,65.8
"26","Spreading Seas",37,65.7
"27","Path to Exile",55,65.6
"28","Kor Firewalker",24,65.3
"29","Deflecting Palm",24,65.3
"30","Abrupt Decay",12,64.6
"31","Celestial Purge",20,64.5
"32","Soul-Guide Lantern",36,64.1
"33","Sphinx of the Final Word",5,63.9
"34","Sanctifier en-Vec",43,63.8
"35","Jace, the Mind Sculptor",21,63.5
"36","Teferi, Time Raveler",11,63.2
"37","Fatal Push",10,63.1
"38","Prismatic Ending",33,63
"39","Obsidian Charmaw",11,62.7
"40","Relic of Progenitus",39,62.7
"41","Teferi, Hero of Dominaria",8,62.2
"42","Damn",4,62.1
"43","Skullcrack",10,62.1
"44","Magus of the Moon",8,61.8
"45","Etched Champion",3,61.7
"46","Emrakul, the Aeons Torn",18,61.5
"47","Crime // Punishment",5,61.4
"48","Grist, the Hunger Tide",4,60.6
"49","Wear // Tear",12,60.6
"50","Dress Down",21,60.6
