"","CardNames","DeckCount","WinrateAverage"
"1","Chancellor of the Forge",1,100
"2","Goblin Dark-Dwellers",1,100
"3","Tireless Provisioner",1,100
"4","Wavesifter",1,100
"5","Glimpse of Tomorrow",1,100
"6","Time Warp",1,100
"7","Frogmite",3,87.5
"8","Gingerbrute",3,87.5
"9","Sojourner's Companion",3,87.5
"10","Craterhoof Behemoth",2,87.5
"11","Neoform",2,87.5
"12","Thoughtcast",2,87.5
"13","Tanglepool Bridge",2,87.5
"14","Myr Enforcer",1,87.5
"15","Signal Pest",1,87.5
"16","Galvanic Blast",1,87.5
"17","Silverbluff Bridge",1,87.5
"18","Treasure Vault",1,87.5
"19","Spire of Industry",4,82.6
"20","Unmarked Grave",5,82.1
"21","Cathartic Pyre",2,81.8
"22","Darkblast",2,81.8
"23","Essence Warden",5,80
"24","Zulaport Cutthroat",3,80
"25","Den of the Bugbear",1,80
"26","Eladamri's Call",1,80
"27","Seasoned Pyromancer",11,78.6
"28","Eldrazi Obligator",2,78.6
"29","Ramunap Ruins",2,78.6
"30","Flamekin Harbinger",11,78.5
"31","Mulldrifter",21,78.4
"32","Archon of Cruelty",6,78.4
"33","Unburial Rites",6,78.4
"34","Hapatra, Vizier of Poisons",6,78.4
"35","Prosperous Innkeeper",6,78.4
"36","Thought Monitor",4,78.3
"37","Darksteel Citadel",4,78.3
"38","Darkslick Shores",10,78.2
"39","Hinterland Harbor",8,78.2
"40","Utopia Sprawl",20,77.9
"41","Monstrous Carabid",2,77.8
"42","Death's Shadow",1,77.8
"43","Risen Reef",18,77.4
"44","Eternal Witness",4,77.4
"45","Abundant Growth",4,77.4
"46","Khalni Garden",4,77.3
"47","Dauthi Voidwalker",2,76.9
"48","Omnath, Locus of Creation",26,76.8
"49","Outland Liberator",7,76.6
"50","Ephemerate",25,76.5
