"","CardNames","DeckCount","WinrateAverage"
"1","Scalding Tarn",73,78.8
"2","Island",69,80.1
"3","Steam Vents",67,78.7
"4","Lightning Bolt",63,78.2
"5","Forest",57,79.4
"6","Misty Rainforest",55,79.5
"7","Mountain",52,79.8
"8","Mishra's Bauble",49,78.6
"9","Breeding Pool",45,80
"10","Flooded Strand",45,80
"11","Wooded Foothills",43,79.7
"12","Spirebluff Canal",40,79.4
"13","Swamp",40,80
"14","Urza's Saga",40,80.6
"15","Force of Negation",38,79.6
"16","Bloodstained Mire",36,79.2
"17","Expressive Iteration",34,77.9
"18","Counterspell",34,78.7
"19","Dragon's Rage Channeler",34,78.7
"20","Fiery Islet",33,78
"21","Hallowed Fountain",32,78.9
"22","Ragavan, Nimble Pilferer",31,79
"23","Polluted Delta",28,80.4
"24","Stomping Ground",28,78.6
"25","Plains",27,77.8
"26","Cavern of Souls",27,84.3
"27","Teferi, Time Raveler",27,78.7
"28","Unholy Heat",26,77.9
"29","Monastery Swiftspear",25,78
"30","Temple Garden",25,78
"31","Raugrin Triome",24,80.2
"32","Windswept Heath",23,77.2
"33","Prismatic Ending",23,79.3
"34","Arid Mesa",22,79.5
"35","Sacred Foundry",21,78.6
"36","Dryad of the Ilysian Grove",21,81
"37","Explore",21,81
"38","Valakut, the Molten Pinnacle",21,81
"39","Ketria Triome",21,78.6
"40","Soul-Scar Mage",20,78.8
"41","Lava Dart",20,78.8
"42","Fatal Push",20,80
"43","Expedition Map",20,82.5
"44","Manamorphose",19,78.9
"45","Snapcaster Mage",19,81.6
"46","Cryptic Command",19,78.9
"47","Verdant Catacombs",19,78.9
"48","Serum Visions",19,77.6
"49","Shardless Agent",18,80.6
"50","Street Wraith",18,80.6
