"","CardNames","DeckCount","Winrate95Min"
"1","Dismember",24,74.4
"2","Mystical Dispute",39,73.7
"3","Tormod's Crypt",31,73.5
"4","Force of Vigor",35,73.2
"5","Engineered Explosives",52,73.2
"6","Pithing Needle",36,73.1
"7","Lurrus of the Dream-Den",26,72.9
"8","Aether Gust",46,72.2
"9","Foundation Breaker",26,71.9
"10","Leyline of the Void",16,71.3
"11","Soul-Guide Lantern",29,70.8
"12","Arboreal Grazer",11,69.9
"13","Leyline of Sanctity",13,69.7
"14","Tireless Tracker",13,69.7
"15","Abrade",26,69.7
"16","Bojuka Bog",14,69.6
"17","Blood Moon",20,69.6
"18","Relic of Progenitus",21,69.6
"19","Ghost Quarter",18,69.5
"20","Endurance",25,68.6
"21","Emrakul, the Aeons Torn",5,68.3
"22","Veil of Summer",29,68
"23","Fatal Push",17,67.9
"24","Kozilek's Return",17,67.9
"25","Wurmcoil Engine",6,67.6
"26","Spell Pierce",25,67.5
"27","Ashiok, Dream Render",11,67.3
"28","Damnation",8,67.2
"29","Walking Ballista",9,67.2
"30","Liquimetal Coating",10,67.2
"31","Ensnaring Bridge",10,67.2
"32","Thoughtseize",20,66.8
"33","Force of Negation",18,66.4
"34","Timely Reinforcements",14,65.6
"35","Hurkyl's Recall",14,65.6
"36","Shattering Spree",13,65.3
"37","Grafdigger's Cage",11,64.7
"38","Sanctifier en-Vec",8,63.6
"39","Anger of the Gods",8,63.6
"40","Torpor Orb",8,63.6
"41","Void Mirror",14,63.6
"42","Path to Exile",13,63.2
"43","Rest in Peace",13,63.2
"44","Subtlety",13,63.2
"45","Gemstone Caverns",2,63.1
"46","Magus of the Moon",2,63.1
"47","Sanctum Prelate",2,63.1
"48","Mesmeric Orb",2,63.1
"49","Celestial Purge",7,63.1
"50","Chalice of the Void",12,62.7
