"","Artist","NoCopies","Winrate"
"1","Rob Alexander",874,0.794
"2","Christopher Rush",425,0.793
"3","Mark Poole",344,0.797
"4","John Avon",314,0.813
"5","Adam Paquette",298,0.797
"6","Chippy",297,0.799
"7","Anastasia Ovchinnikova",240,0.779
"8","Eric Deschamps",221,0.803
"9","Ryan Pancoast",201,0.791
"10","Steve Argyle",191,0.781
"11","Philip Straub",184,0.787
"12","Aleksi Briclot",180,0.79
"13","Tomasz Jedruszek",171,0.784
"14","Titus Lunter",163,0.798
"15","Ron Spears",142,0.786
"16","Vance Kovacs",141,0.777
"17","Terese Nielsen",138,0.817
"18","Paul Scott Canavan",137,0.79
"19","Simon Dominic",137,0.8
"20","Martina Fackova",136,0.787
"21","Shelly Wan",133,0.795
"22","Douglas Shuler",131,0.797
"23","Jonas De Ro",123,0.79
"24","Cliff Childs",122,0.816
"25","Jason Rainville",113,0.814
"26","Darrell Riche",111,0.795
"27","John Stanko",107,0.819
"28","Dave Kendall",107,0.787
"29","Warren Mahy",106,0.812
"30","Izzy",101,0.806
"31","Cyril Van Der Haegen",99,0.795
"32","Chris Rallis",98,0.792
"33","Raymond Swanland",94,0.804
"34","Mark Zug",94,0.783
"35","Richard Wright",90,0.779
"36","Todd Lockwood",89,0.791
"37","Jeff Miracola",88,0.795
"38","Martina Pilcerova",85,0.812
"39","Kari Christensen",85,0.778
"40","Anthony S. Waters",84,0.773
"41","Pete Venters",84,0.802
"42","Randy Vargas",83,0.804
"43","Scott Murphy",82,0.81
"44","Svetlin Velinov",82,0.825
"45","Kev Walker",81,0.772
"46","Franz Vohwinkel",80,0.815
"47","Yeong-Hao Han",79,0.804
"48","Jason Chan",78,0.806
"49","Adam Rex",78,0.81
"50","Sam Burley",74,0.79
"51","Vincent Proce",74,0.801
"52","Lucas Graciano",74,0.781
"53","Anson Maddocks",71,0.797
"54","Tom Wänerstrand",69,0.79
"55","Richard Whitters",68,0.809
"56","Lake Hurwitz",67,0.766
"57","Volkan Baǵa",65,0.804
"58","Ben Thompson",65,0.775
"59","Alayna Danner",64,0.793
"60","Caroline Gariba",64,0.781
"61","Chase Stone",64,0.789
"62","Mark Tedin",63,0.815
"63","Jason Felix",62,0.848
"64","Dan Frazier",60,0.8
"65","Kieran Yanner",60,0.812
"66","Wayne England",60,0.782
"67","Joe Slucher",60,0.792
"68","Greg Staples",59,0.784
"69","David Martin",58,0.855
"70","Daarken",58,0.798
"71","James Paick",57,0.783
"72","Winona Nelson",56,0.824
"73","Dan Scott",55,0.853
"74","Steven Belledin",53,0.81
"75","Dimitar Marinski",51,0.847
"76","Seb McKinnon",51,0.807
"77","Jung Park",51,0.803
"78","Heather Hudson",50,0.798
"79","Daniel Ljunggren",48,0.815
"80","David Rapoza",47,0.794
"81","Sidharth Chaturvedi",47,0.804
"82","Christine Choi",47,0.792
"83","Cynthia Sheppard",47,0.802
"84","Johann Bodin",45,0.8
"85","Livia Prima",45,0.8
"86","Lius Lasahido",45,0.786
"87","Noah Bradley",43,0.788
"88","Michael Komarck",42,0.779
"89","Christopher Moeller",42,0.8
"90","Matt Stewart",42,0.781
"91","Wisnu Tan",41,0.818
"92","Charles Urbach",40,0.808
"93","Chris Rahn",40,0.783
"94","Greg Hildebrandt",38,0.818
"95","Jean-Sébastien Rossbach",38,0.792
"96","Howard Lyon",37,0.83
"97","Nils Hamm",36,0.8
"98","Johannes Voss",36,0.839
"99","Jesper Ejsing",35,0.841
"100","Nicholas Gregory",35,0.786
"101","Khang Le",33,0.824
"102","Pat Morrissey",33,0.775
"103","Slawomir Maniak",32,0.81
"104","Jesper Myrfors",31,0.778
"105","Gabor Szikszai",30,0.775
"106","Mathias Kollros",29,0.773
"107","John Howe",28,0.833
"108","Alexander Forssberg",28,0.833
"109","Lie Setiawan",28,0.795
"110","Filip Burburan",27,0.75
"111","rk post",27,0.786
"112","Iris Compiet",26,0.821
"113","Victor Adame Minguez",25,0.8
"114","Mark Winters",24,0.75
"115","Michael Sutfin",24,0.778
"116","Karl Kopinski",23,0.821
"117","Fred Fields",23,0.792
"118","Raoul Vitale",23,0.75
"119","Zoltan Boros & Gabor Szikszai",22,0.807
"120","Grzegorz Rutkowski",22,0.786
"121","John Matson",22,0.75
"122","Mike Bierek",22,0.812
"123","Evan Shipard",21,0.778
"124","Rebecca Guay",21,0.773
"125","Michael C. Hayes",21,0.825
"126","Craig J Spearing",20,0.8
"127","Dmitry Burmak",20,0.833
"128","Lars Grant-West",20,0.75
"129","Milivoj Ćeran",19,0.833
"130","Lindsey Look",19,0.778
"131","Zoltan Boros",19,0.8
"132","Scott M. Fischer",19,0.8
"133","Sarah Finnigan",18,0.794
"134","Brandon Kitkouski",18,0.833
"135","Uriah Voth",18,0.8
"136","Matt Cavotta",18,0.792
"137","Brian Snõddy",18,0.75
"138","Magali Villeneuve",18,0.827
"139","Deruchenko Alexander",18,0.8
"140","Luca Zontini",17,0.792
"141","G-host Lee",17,0.844
"142","Tomas Giorello",17,0.778
"143","Ryan Yee",17,0.8
"144","Campbell White",17,0.781
"145","Willian Murai",16,0.875
"146","Jim Nelson",16,0.781
"147","Igor Kieryluk",16,0.812
"148","Heonhwa Choe",16,0.75
"149","Justin Murray",16,0.75
"150","David Palumbo",16,0.806
"151","Cristi Balanescu",16,0.75
"152","Drew Tucker",15,0.833
"153","Zack Stella",14,0.804
"154","Tommy Arnold",14,0.75
"155","Erica Yang",14,0.875
"156","Richard Kane Ferguson",14,0.75
"157","Yongjae Choi",13,0.75
"158","Tim Hildebrandt",13,0.75
"159","Chris Ostrowski",12,0.833
"160","Jaime Jones",12,0.857
"161","Melissa A. Benson",12,0.833
"162","Bayard Wu",12,0.833
"163","Kimonas Theodossiou",12,0.833
"164","Donato Giancola",12,0.75
"165","Bastien L. Deharme",12,0.75
"166","Jana Schirmer & Johannes Voss",11,0.812
"167","Jokubas Uogintas",11,0.75
"168","Tyler Walpole",9,0.75
"169","Austin Hsu",9,0.844
"170","Jama Jurabaev",9,0.778
"171","Bud Cook",9,0.75
"172","Florian de Gesincourt",8,0.833
"173","Mark A. Nelson",8,0.875
"174","Wayne Reynolds",8,0.75
"175","Amy Weber",8,0.75
"176","Alex Horley-Orlandelli",8,0.75
"177","Randy Gallegos",8,0.75
"178","Hugh Jamieson",8,0.75
"179","Marc Simonetti",8,0.812
"180","Tyler Jacobson",7,0.75
"181","Mark Brill",7,0.75
"182","Brom",7,0.75
"183","Ron Spencer",7,0.75
"184","Eric Fortune",6,0.75
"185","Phil Foglio",6,0.875
"186","Chris Seaman",6,0.833
"187","Dominick Domingo",6,0.75
"188","Andrey Kuzinskiy",6,0.812
"189","Omar Rayyan",5,0.75
"190","Tony Szczudlo",5,0.75
"191","James Ryman",5,0.75
"192","Jeremy Jarvis",5,0.75
"193","Thomas M. Baxa",5,0.75
"194","Don Hazeltine",4,0.75
"195","Michael Bruinsma",4,0.75
"196","Caio Monteiro",4,0.75
"197","Joseph Meehan",4,0.75
"198","Robbie Trevino",4,0.75
"199","Manuel Castañón",4,0.75
"200","E. M. Gist",4,0.75
"201","Jenn Ravenna Tran",4,0.75
"202","Allen Williams",4,0.75
"203","Scott Chou",4,0.75
"204","Dave Allsop",4,0.75
"205","Scott Hampton",4,0.75
"206","Brad Rigney",4,0.75
"207","Wesley Burt",4,0.75
"208","Emrah Elmasli",4,0.75
"209","Josu Hernaiz",4,0.75
"210","DiTerlizzi",4,0.833
"211","Carl Critchlow",4,0.75
"212","Steve Prescott",3,0.75
"213","Hideaki Takamura",2,0.75
"214","Piotr Dura",2,0.75
"215","Kaja Foglio & Phil Foglio",2,0.75
"216","Mike Dringenberg",2,0.75
"217","Iain McCaig",2,0.75
"218","Kaja Foglio",2,0.75
"219","Johan Grenier",2,0.75
"220","Stanton Feng",1,1
"221","Peter Mohrbacher",1,0.75
"222","Eytan Zana",1,0.75
"223","Chris J. Anderson",1,0.75
"224","Quinton Hoover",1,0.75
"225","Chris Cold",1,0.75
"226","Andrew Mar",1,0.75
"227","Aaron Miller",1,0.75
