"","CardNames","DeckCount","Winrate95Min"
"1","Cavern of Souls",27,76
"2","Island",69,74.9
"3","Mountain",52,73.7
"4","Urza's Saga",40,73.6
"5","Misty Rainforest",55,73.6
"6","Scalding Tarn",73,73.6
"7","Forest",57,73.5
"8","Breeding Pool",45,73.4
"9","Flooded Strand",45,73.4
"10","Steam Vents",67,73.3
"11","Swamp",40,73
"12","Wooded Foothills",43,72.9
"13","Lightning Bolt",63,72.6
"14","Expedition Map",20,72.4
"15","Force of Negation",38,72.3
"16","Spirebluff Canal",40,72.3
"17","Mishra's Bauble",49,72.2
"18","Polluted Delta",28,71.8
"19","Field of Ruin",14,71.7
"20","Bloodstained Mire",36,71.6
"21","Radiant Fountain",16,71.3
"22","Primeval Titan",17,71.2
"23","Summoner's Pact",17,71.2
"24","Amulet of Vigor",17,71.2
"25","Castle Garenbrig",17,71.2
"26","Gruul Turf",17,71.2
"27","Simic Growth Chamber",17,71.2
"28","Tolaria West",17,71.2
"29","Vesuva",17,71.2
"30","Waterlogged Grove",8,71
"31","Oboro, Palace in the Clouds",8,71
"32","Dismember",8,71
"33","Snapcaster Mage",19,71
"34","Dryad of the Ilysian Grove",21,70.9
"35","Explore",21,70.9
"36","Valakut, the Molten Pinnacle",21,70.9
"37","Raugrin Triome",24,70.8
"38","Ragavan, Nimble Pilferer",31,70.8
"39","Hallowed Fountain",32,70.8
"40","Counterspell",34,70.8
"41","Dragon's Rage Channeler",34,70.8
"42","Fiery Islet",33,70
"43","Expressive Iteration",34,70
"44","Teferi, Time Raveler",27,69.8
"45","Stomping Ground",28,69.8
"46","Arboreal Grazer",14,69.6
"47","Boros Garrison",14,69.6
"48","Selesnya Sanctuary",14,69.6
"49","Slayers' Stronghold",14,69.6
"50","Sunhome, Fortress of the Legion",14,69.6
