"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",52,79.3
"2","Aether Gust",46,78.8
"3","Mystical Dispute",39,80.8
"4","Pithing Needle",36,80.6
"5","Force of Vigor",35,80.7
"6","Tormod's Crypt",31,81.5
"7","Veil of Summer",29,76.7
"8","Soul-Guide Lantern",29,79.3
"9","Lurrus of the Dream-Den",26,81.7
"10","Abrade",26,78.8
"11","Foundation Breaker",26,80.8
"12","Spell Pierce",25,77
"13","Endurance",25,78
"14","Dismember",24,83.3
"15","Relic of Progenitus",21,79.8
"16","Thoughtseize",20,77.5
"17","Blood Moon",20,80
"18","Force of Negation",18,77.8
"19","Ghost Quarter",18,80.6
"20","Fatal Push",17,79.4
"21","Kozilek's Return",17,79.4
"22","Leyline of the Void",16,82.8
"23","Timely Reinforcements",14,78.6
"24","Void Mirror",14,76.8
"25","Bojuka Bog",14,82.1
"26","Hurkyl's Recall",14,78.6
"27","Leyline of Sanctity",13,82.7
"28","Path to Exile",13,76.9
"29","Rest in Peace",13,76.9
"30","Subtlety",13,76.9
"31","Tireless Tracker",13,82.7
"32","Shattering Spree",13,78.8
"33","Chalice of the Void",12,77.1
"34","Ashiok, Dream Render",11,81.8
"35","Dispel",11,77.3
"36","Grafdigger's Cage",11,79.5
"37","Stony Silence",11,77.3
"38","Arboreal Grazer",11,84.1
"39","Alpine Moon",11,77.3
"40","Kor Firewalker",10,77.5
"41","Cleansing Wildfire",10,77.5
"42","Teferi, Time Raveler",10,77.5
"43","Wear // Tear",10,77.5
"44","Liquimetal Coating",10,82.5
"45","Ensnaring Bridge",10,82.5
"46","Unholy Heat",10,77.5
"47","Damping Sphere",9,75
"48","Collective Brutality",9,75
"49","Walking Ballista",9,83.3
"50","Sanctifier en-Vec",8,81.2
