"","PlayerS","NAppearances","ArchetypeNames","ArchetypeCounts","URL"
"1","Jaberwocki",18,"Sultai Control; Unknown; Naya Stompy","3; 4; 11","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-14#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-03-29#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-05#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-10#jaberwocki_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-14#jaberwocki_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-20#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-21#jaberwocki_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-27#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-28#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-16#jaberwocki_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-23#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-29#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-30#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-05#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-06#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-13#jaberwocki_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-03#jaberwocki_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-17#jaberwocki_st_place"
"2","_Batutinha_",16,"Mono Green Stompy; Sultai Control; Unknown; Esper Control","3; 11; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-03#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-21#_batutinha__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-26#_batutinha__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-08#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-03-01#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-04#_batutinha__rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-10#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-31#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-06#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-21#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-04#_batutinha__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-05#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-12#_batutinha__rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-29#_batutinha__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-27#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-24#_batutinha__st_place"
"3","O_danielakos",15,"Izzet Control; Temur Stompy; Sultai Control; Unknown","2; 10; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-super-qualifier-2021-01-21#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-25#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-04#o_danielakos_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-super-qualifier-2021-04-08#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-19#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-26#o_danielakos_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-09#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-17#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-31#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-07#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-14#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-08#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-13#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-17#o_danielakos_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-18#o_danielakos_st_place"
"4","Cabezadebolo",10,"Rakdos Control; Unknown","9; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-super-qualifier-2021-04-08#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-18#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-25#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-02#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-21#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-27#cabezadebolo_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-11#cabezadebolo_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-18#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-08#cabezadebolo_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-24#cabezadebolo_rd_place"
"5","Mogged",9,"Dimir Rogue; Mono Green Midrange; Unknown; Temur Stompy","1; 2; 4; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-10#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-31#mogged_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-07#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-showcase-challenge-2021-04-11#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-04#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-05#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-11#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-18#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-08#mogged_th_place"
"6","telsacow",9,"Gruul Midrange; Dimir Control; Unknown","1; 1; 7","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-18#telsacow_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-21#telsacow_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-18#telsacow_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-19#telsacow_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-25#telsacow_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-02#telsacow_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-27#telsacow_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-26#telsacow_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-03#telsacow_th_place"
"7","Phill_Hellmuth",9,"Dimir Rogue; Izzet Control; Naya Stompy; Temur Stompy; Jeskai Control; Sultai Control; Unknown","1; 1; 2; 1; 1; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-18#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-25#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-21#phill_hellmuth_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-04#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-31#phill_hellmuth_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-13#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-28#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-13#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-10#phill_hellmuth_th_place"
"8","Gul_Dukat",8,"Gruul Stompy; Unknown; Naya Stompy; Sultai Control","1; 2; 1; 4","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-04#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-05#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-10#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-12#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-02#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-16#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-13#gul_dukat_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-18#gul_dukat_th_place"
"9","Venom1",8,"Rakdos Control; Naya Stompy; Unknown; Rakdos Midrange; Izzet Control; Dimir Control","1; 2; 1; 1; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-24#venom_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-03-01#venom_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-03-28#venom_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-16#venom_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-06#venom_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-20#venom_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-22#venom_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-23#venom_th_place"
"10","Fink64",8,"Mono Green Stompy; Mono Green Midrange; Unknown; Temur Stompy","1; 1; 5; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-07#fink_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-14#fink_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-03-28#fink_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-04#fink_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-02#fink_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-20#fink_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-04#fink_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-22#fink_rd_place"
