"","CardNames","DeckCount","WinrateAverage"
"1","Force of Will",64,69
"2","Misty Rainforest",62,67.6
"3","Brainstorm",61,69.1
"4","Ponder",58,69.6
"5","Flooded Strand",54,68.9
"6","Scalding Tarn",54,69.8
"7","Wasteland",54,68.8
"8","Polluted Delta",52,69.6
"9","Volcanic Island",50,70.5
"10","Karakas",46,67.7
"11","Daze",44,70
"12","Urza's Saga",40,69.4
"13","Murktide Regent",37,72
"14","Expressive Iteration",36,71.6
"15","Ragavan, Nimble Pilferer",35,71.5
"16","Swords to Plowshares",34,70.1
"17","Tundra",30,70.4
"18","Prismatic Ending",29,70.9
"19","Snow-Covered Island",29,66.3
"20","Retrofitter Foundry",28,71.3
"21","Dragon's Rage Channeler",27,70.8
"22","Lotus Petal",26,67.8
"23","Ancient Tomb",26,70.5
"24","Wooded Foothills",25,64
"25","Force of Negation",24,69.4
"26","Lightning Bolt",23,72.5
"27","Forest",23,62.6
"28","Windswept Heath",21,65
"29","City of Traitors",21,71.1
"30","Bojuka Bog",20,63.2
"31","Crop Rotation",19,63.9
"32","Yavimaya, Cradle of Growth",19,67.7
"33","Island",17,67.5
"34","Dark Depths",17,64.2
"35","Thespian's Stage",17,64.2
"36","Green Sun's Zenith",16,66
"37","Taiga",16,61.9
"38","Griselbrand",15,67.9
"39","Verdant Catacombs",15,67.3
"40","Pithing Needle",15,63.8
"41","Endurance",15,69.8
"42","Tropical Island",15,66
"43","Dark Ritual",14,68.3
"44","Dryad Arbor",14,66
"45","Snow-Covered Mountain",14,67.4
"46","Savannah",14,67.4
"47","Chalice of the Void",14,72.4
"48","Life from the Loam",14,62.9
"49","Expedition Map",14,64
"50","Snow-Covered Forest",14,62.2
