"","CardNames","DeckCount","Winrate95Min"
"1","Torpor Orb",28,64.8
"2","Walking Ballista",7,64.7
"3","Pithing Needle",26,64.5
"4","Force of Negation",47,63.9
"5","Pyroblast",55,63.7
"6","Alpine Moon",12,63.1
"7","Meddling Mage",12,63.1
"8","Karakas",23,63.1
"9","Null Rod",23,63.1
"10","Wear // Tear",8,63
"11","Ensnaring Bridge",10,62.8
"12","Mycosynth Lattice",10,62.8
"13","Prismatic Ending",20,62.7
"14","Tormod's Crypt",10,62.4
"15","Red Elemental Blast",37,62.4
"16","Grafdigger's Cage",28,62.2
"17","Hydroblast",24,62.1
"18","Liquimetal Coating",8,61.5
"19","Surgical Extraction",36,61.5
"20","Court of Cunning",10,61.4
"21","Abrade",23,60.8
"22","Containment Priest",18,60.7
"23","Meltdown",16,60.2
"24","Blazing Volley",5,59.9
"25","Flusterstorm",16,59.5
"26","Submerge",12,59
"27","Archetype of Endurance",6,58.8
"28","Shenanigans",6,58.8
"29","Carpet of Flowers",12,58.4
"30","Fiery Confluence",4,58.1
"31","Leyline of the Void",17,58.1
"32","Ethersworn Canonist",16,57.9
"33","Warping Wail",3,57.8
"34","Ratchet Bomb",3,57.8
"35","Sorcerous Spyglass",3,57.8
"36","Spatial Contortion",3,57.8
"37","Endurance",28,57.6
"38","Blue Elemental Blast",7,57.2
"39","Izzet Staticaster",9,57.1
"40","Gut Shot",6,56.9
"41","Trinisphere",3,56.6
"42","Iona, Shield of Emeria",4,56.5
"43","Force of Vigor",24,56.5
"44","Mindbreak Trap",8,55.7
"45","Wasteland",9,55.7
"46","Collector Ouphe",11,55.7
"47","Retrofitter Foundry",4,55.4
"48","Yorion, Sky Nomad",6,55.4
"49","Deafening Silence",9,55.3
"50","Serenity",5,54.5
