"","CardNames","DeckCount","Winrate95Min"
"1","Pyroblast",9,66.3
"2","Murktide Regent",37,66.1
"3","Expressive Iteration",36,65.6
"4","Ragavan, Nimble Pilferer",35,65.5
"5","Volcanic Island",50,65.3
"6","Scalding Tarn",54,64.9
"7","Lightning Bolt",23,64.8
"8","Ponder",58,64.8
"9","Polluted Delta",52,64.7
"10","Daze",44,64.5
"11","Brainstorm",61,64.5
"12","Force of Will",64,64.5
"13","Retrofitter Foundry",28,64.4
"14","Prismatic Ending",29,64
"15","Flooded Strand",54,63.9
"16","Walking Ballista",7,63.8
"17","Swords to Plowshares",34,63.8
"18","Dragon's Rage Channeler",27,63.7
"19","Wasteland",54,63.7
"20","Tundra",30,63.6
"21","Urza's Saga",40,63.6
"22","Ancient Tomb",26,63.1
"23","Mountain",13,63
"24","Misty Rainforest",62,63
"25","City of Traitors",21,62.9
"26","Karn, the Great Creator",10,62.8
"27","Soul-Guide Lantern",12,62.6
"28","Grim Monolith",4,62.5
"29","Chalice of the Void",14,62.5
"30","Karakas",46,62.2
"31","Unholy Heat",9,62
"32","Force of Negation",24,61.6
"33","Bloodstained Mire",12,60.9
"34","Lotus Petal",26,60.4
"35","Badlands",11,60
"36","Sylvan Library",10,59.9
"37","Endurance",15,59.6
"38","Snow-Covered Island",29,59.1
"39","Ramunap Excavator",8,58.9
"40","Ulamog, the Ceaseless Hunger",6,58.8
"41","Cloudpost",6,58.8
"42","Eye of Ugin",6,58.8
"43","Glimmerpost",6,58.8
"44","Vesuva",6,58.8
"45","Chancellor of the Annex",6,58.8
"46","Yavimaya, Cradle of Growth",19,58.8
"47","Scrubland",9,58.7
"48","Delver of Secrets",13,58.5
"49","Faithless Looting",8,58.4
"50","Dark Ritual",14,58.4
