"","SetCode","NoCopies","Winrate"
"1","LEA",2468,0.679
"2","MH2",2146,0.679
"3","TMP",1738,0.686
"4","ICE",1472,0.677
"5","ZEN",1003,0.683
"6","ONS",889,0.69
"7","LRW",853,0.679
"8","ALL",775,0.684
"9","MRD",742,0.684
"10","MH1",693,0.67
"11","CLB",637,0.68
"12","USG",626,0.678
"13","STX",612,0.69
"14","NEO",567,0.677
"15","CSP",502,0.689
"16","AVR",496,0.676
"17","NPH",478,0.685
"18","ELD",447,0.69
"19","ZNR",425,0.683
"20","NEM",424,0.687
"21","LEB",381,0.682
"22","MMQ",353,0.696
"23","EXO",341,0.685
"24","GPT",334,0.672
"25","ISD",316,0.677
"26","SHM",297,0.692
"27","ONE",270,0.669
"28","AER",238,0.7
"29","THB",237,0.69
"30","SOM",223,0.688
"31","DKA",220,0.682
"32","FUT",200,0.681
"33","LEG",177,0.682
"34","CN2",169,0.672
"35","BRO",167,0.699
"36","ULG",167,0.672
"37","ODY",150,0.689
"38","M20",141,0.667
"39","PLC",138,0.66
"40","WWK",136,0.689
"41","WTH",134,0.689
"42","STH",114,0.699
"43","TOR",108,0.693
"44","MIR",106,0.678
"45","PC2",106,0.649
"46","DST",105,0.663
"47","WAR",104,0.665
"48","BOK",100,0.687
"49","MBS",87,0.643
"50","TSP",83,0.68
"51","RAV",81,0.68
"52","CMD",80,0.687
"53","DRK",72,0.717
"54","DMU",71,0.643
"55","C13",65,0.673
"56","ALA",64,0.694
"57","JUD",60,0.678
"58","SOK",57,0.704
"59","ROE",56,0.659
"60","GTC",54,0.722
"61","CMR",51,0.612
"62","VIS",51,0.637
"63","SCG",47,0.665
"64","RTR",46,0.652
"65","PLS",45,0.643
"66","CON",45,0.644
"67","HOU",42,0.663
"68","IKO",41,0.647
"69","M11",40,0.65
"70","EVE",36,0.645
"71","NEC",32,0.683
"72","M13",30,0.685
"73","SNC",30,0.658
"74","POR",29,0.726
"75","DIS",29,0.711
"76","JMP",29,0.645
"77","AFR",28,0.641
"78","5DN",28,0.644
"79","VOW",28,0.63
"80","M10",25,0.675
"81","MID",23,0.702
"82","GRN",23,0.638
"83","ATQ",23,0.641
"84","FEM",22,0.644
"85","CHK",22,0.614
"86","MOR",22,0.644
"87","BNG",20,0.677
"88","EMN",19,0.679
"89","DOM",18,0.667
"90","M15",16,0.633
"91","FRF",15,0.7
"92","M19",15,0.68
"93","M12",14,0.526
"94","BBD",12,0.526
"95","CNS",11,0.64
"96","M21",10,0.682
"97","C18",8,0.679
"98","KLD",8,0.64
"99","BFZ",8,0.739
"100","M14",6,0.633
"101","KHM",6,0.588
"102","ORI",6,0.538
"103","DTK",6,0.6
"104","INV",5,0.647
"105","ARB",5,0.692
"106","XLN",4,0.667
"107","C20",3,0.667
"108","AKH",3,0.75
"109","ARN",2,0.667
"110","RNA",2,0.615
"111","C21",1,0.714
"112","KTK",1,0.714
