"","CardNames","DeckCount","Winrate95Min"
"1","Blood Moon",13,66.1
"2","Force of Negation",142,66.1
"3","Show and Tell",18,65.7
"4","Pyroblast",135,65.6
"5","Surgical Extraction",148,65.4
"6","Haywire Mite",23,65
"7","Hydroblast",85,65
"8","Counterbalance",64,64.5
"9","Red Elemental Blast",66,64.4
"10","Faerie Macabre",70,64.4
"11","Gaea's Blessing",13,64.3
"12","Dismember",25,64.3
"13","Walking Ballista",43,64.3
"14","Meltdown",87,64
"15","Ethersworn Canonist",21,63.9
"16","Flusterstorm",47,63.9
"17","Gemstone Caverns",23,63.7
"18","Unchained Berserker",26,63.7
"19","Containment Priest",66,63.3
"20","Iona, Shield of Emeria",14,63.2
"21","Sanctifier en-Vec",18,63.2
"22","Aven Mindcensor",22,63.2
"23","Chalice of the Void",33,62.8
"24","Brazen Borrower",21,62.7
"25","Empty-Shrine Kannushi",25,62.7
"26","Loran of the Third Path",45,62.6
"27","Serenity",32,62.5
"28","Price of Progress",20,62.4
"29","Swords to Plowshares",40,62.4
"30","Leyline of the Void",74,62.4
"31","Snuff Out",35,62.3
"32","Wear // Tear",23,62.2
"33","Plague Engineer",35,62.2
"34","Blue Elemental Blast",34,61.9
"35","Gurmag Angler",2,61.7
"36","True-Name Nemesis",24,60.8
"37","Soul-Guide Lantern",25,60.8
"38","Force of Vigor",30,60.8
"39","Omniscience",3,60.6
"40","Grafdigger's Cage",39,60.6
"41","Fury",26,60.4
"42","Trinisphere",19,60.3
"43","Prismatic Ending",22,60.3
"44","Pithing Needle",19,59.8
"45","Abrade",31,59.2
"46","Steely Resolve",9,58.9
"47","Kappa Cannoneer",10,58.6
"48","Subtlety",10,58.2
"49","Helm of Obedience",7,58
"50","Slaughter Pact",12,58
