"","Artist","NoCopies","Winrate"
"1","Christopher Rush",835,0.632
"2","Rob Alexander",788,0.643
"3","Greg Staples",655,0.643
"4","Mark Poole",554,0.625
"5","Kaja Foglio",465,0.628
"6","Douglas Shuler",458,0.643
"7","Anson Maddocks",458,0.603
"8","Steven Belledin",434,0.638
"9","Richard Thomas",398,0.641
"10","Marc Simonetti",388,0.642
"11","John Avon",367,0.647
"12","Alex Horley-Orlandelli",353,0.642
"13","Dan Scott",347,0.617
"14","Irina Nordsol",344,0.644
"15","Yeong-Hao Han",337,0.643
"16","Raoul Vitale",287,0.638
"17","Dan Frazier",281,0.633
"18","Lawrence Snelly",262,0.642
"19","Jesper Myrfors",261,0.662
"20","Terese Nielsen",253,0.644
"21","Matt Thompson",236,0.641
"22","Craig J Spearing",230,0.657
"23","Rebecca Guay",230,0.608
"24","Matt Stewart",228,0.647
"25","Vance Kovacs",208,0.618
"26","Svetlin Velinov",199,0.625
"27","Greg Hildebrandt",197,0.635
"28","Thomas M. Baxa",190,0.644
"29","Evyn Fong",190,0.638
"30","Dave Allsop",189,0.649
"31","Mark Tedin",188,0.638
"32","Colin Boyer",187,0.613
"33","Filip Burburan",186,0.642
"34","Kev Walker",172,0.646
"35","Sandra Everingham",170,0.65
"36","Ben Wootten",169,0.621
"37","Mathias Kollros",158,0.65
"38","Dany Orizio",151,0.66
"39","Magali Villeneuve",147,0.637
"40","Ben Thompson",141,0.639
"41","Jonas De Ro",140,0.632
"42","Justine Cruz",138,0.644
"43","Bastien L. Deharme",135,0.626
"44","Tia Masic",125,0.605
"45","Allen Williams",124,0.672
"46","David Martin",122,0.639
"47","Lindsey Look",121,0.634
"48","Daarken",114,0.642
"49","Eytan Zana",113,0.637
"50","Randy Gallegos",111,0.636
"51","David Gaillet",109,0.617
"52","Glen Angus",109,0.654
"53","Gabor Szikszai",107,0.647
"54","Slawomir Maniak",106,0.606
"55","Lucas Staniec",100,0.651
"56","Jeff Miracola",96,0.65
"57","April Lee",95,0.651
"58","Christopher Moeller",95,0.596
"59","Lius Lasahido",93,0.646
"60","Joseph Meehan",90,0.655
"61","Tom Wänerstrand",89,0.627
"62","Daren Bader",87,0.629
"63","Anastasia Ovchinnikova",84,0.62
"64","Ilse Gort",83,0.647
"65","Ron Spears",81,0.66
"66","YW Tang",80,0.626
"67","Greg Simanson",77,0.624
"68","Vincent Proce",76,0.679
"69","Pete Venters",76,0.613
"70","Jesper Ejsing",76,0.634
"71","Mike Ploog",75,0.626
"72","Mike Raabe",75,0.63
"73","Val Mayerik",74,0.65
"74","Martina Fackova",73,0.636
"75","Massimilano Frezzato",72,0.679
"76","Paolo Parente",72,0.679
"77","Eric Peterson",72,0.663
"78","Ron Spencer",71,0.662
"79","Warren Mahy",69,0.652
"80","James Paick",68,0.649
"81","Michael Sutfin",65,0.637
"82","Nils Hamm",64,0.604
"83","Raymond Swanland",63,0.632
"84","Johannes Voss",60,0.617
"85","Alan Rabinowitz",59,0.65
"86","Howard Lyon",59,0.622
"87","Dave Kendall",58,0.614
"88","Michael Danza",56,0.637
"89","Aurore Folny",54,0.673
"90","Franz Vohwinkel",54,0.643
"91","Steve Argyle",52,0.615
"92","Zoltan Boros",50,0.67
"93","Jason Felix",48,0.639
"94","Heonhwa Choe",46,0.663
"95","Jaime Jones",45,0.682
"96","Izzy",44,0.638
"97","James Wong",43,0.646
"98","Aaron Miller",42,0.672
"99","Tom Kyffin",42,0.629
"100","Sidharth Chaturvedi",42,0.61
"101","E. M. Gist",40,0.652
"102","Pat Morrissey",40,0.607
"103","Jim Nelson",38,0.611
"104","Bryon Wackwitz",37,0.602
"105","Randy Vargas",37,0.571
"106","Jeremy Jarvis",37,0.62
"107","Goran Josic",36,0.657
"108","Lucas Graciano",33,0.63
"109","Robbie Trevino",32,0.642
"110","Joe Slucher",32,0.642
"111","Trevor Claxton",32,0.636
"112","Tony Szczudlo",31,0.662
"113","Lie Setiawan",31,0.621
"114","Eric Fortune",30,0.643
"115","Kieran Yanner",29,0.688
"116","Winona Nelson",29,0.642
"117","Tran Nguyen",28,0.636
"118","Luca Zontini",27,0.682
"119","Brad Rigney",27,0.609
"120","Fred Hooper",26,0.687
"121","Heather Hudson",25,0.659
"122","Liam Sharp",25,0.636
"123","Ryan Pancoast",23,0.663
"124","Lars Grant-West",21,0.604
"125","Adam Paquette",20,0.657
"126","Steve White",20,0.636
"127","Daniel Ljunggren",20,0.63
"128","Efrem Palacios",20,0.618
"129","Titus Lunter",19,0.684
"130","Cristi Balanescu",19,0.632
"131","Mike Bierek",19,0.548
"132","Wisnu Tan",18,0.667
"133","DiTerlizzi",18,0.615
"134","Kimonas Theodossiou",18,0.673
"135","Zack Stella",16,0.662
"136","Omar Rayyan",16,0.577
"137","Dave Dorman",15,0.577
"138","Zezhou Chen",14,0.638
"139","Joshua Hagler",14,0.6
"140","Igor Kieryluk",14,0.567
"141","Bryan Talbot",14,0.52
"142","Tsutomu Kawade",13,0.652
"143","rk post",13,0.556
"144","Darrell Riche",13,0.594
"145","Volkan Baǵa",13,0.575
"146","Wayne Reynolds",13,0.659
"147","Martina Pilcerova",12,0.667
"148","James Ryman",12,0.568
"149","Jodie Muir",12,0.579
"150","Bradley Williams",11,0.556
"151","Alayna Danner",10,0.659
"152","Alan Pollack",10,0.52
"153","Eric Deschamps",10,0.655
"154","Whit Brachna",10,0.606
"155","Justin Sweet",9,0.667
"156","Scott Hampton",9,0.55
"157","Wayne England",8,0.691
"158","Justyna Gil",8,0.75
"159","Brian Despain",8,0.692
"160","Wesley Burt",8,0.577
"161","Justin Hampton",8,0.577
"162","Mark Winters",8,0.615
"163","James Zapata",8,0.615
"164","Greg Hildebrandt & Tim Hildebrandt",8,0.538
"165","Mike Dringenberg",8,0.538
"166","Drew Baker",8,0.538
"167","Adam Rex",7,0.594
"168","Micah Epstein",7,0.577
"169","Iris Compiet",7,0.579
"170","Ekaterina Burmak",7,0.65
"171","Cyril Van Der Haegen",7,0.667
"172","Jeff Easley",6,0.654
"173","Scott Murphy",6,0.667
"174","Carl Critchlow",6,0.632
"175","Miguel Mercado",5,0.6
"176","Nicholas Gregory",5,0.667
"177","Brian Snõddy",5,0.615
"178","Jason A. Engle",5,0.667
"179","Rovina Cai",5,0.615
"180","Michael Phillippi",4,0.75
"181","Milivoj Ćeran",4,0.714
