"","CardNames","DeckCount","WinrateAverage"
"1","Parapet",1,77.8
"2","Wedding Invitation",3,75
"3","Axebane Guardian",1,75
"4","Drift of Phantasms",1,75
"5","Elves of Deep Shadow",1,75
"6","Galvanic Alchemist",1,75
"7","Orochi Leafcaller",1,75
"8","Overgrown Battlement",1,75
"9","Saruli Caretaker",1,75
"10","Secret Door",1,75
"11","Tinder Wall",1,75
"12","Tuktuk Rubblefort",1,75
"13","Valakut Invoker",1,75
"14","Freed from the Real",1,75
"15","Seething Song",4,73.1
"16","Chromatic Sphere",5,73
"17","Lorehold Campus",8,72.9
"18","Geothermal Crevice",3,72.7
"19","Healer's Hawk",1,71.4
"20","Light of Hope",1,71.4
"21","Alchemist's Vial",1,71.4
"22","Goldmire Bridge",1,71.4
"23","Step Through",1,71.4
"24","Unbridled Growth",6,70.2
"25","Kabira Crossroads",4,70
"26","Reaping the Graves",3,70
"27","Guardian of the Guildpact",13,69.9
"28","Perplex",5,69.7
"29","God-Pharaoh's Faithful",2,69.2
"30","Sunscape Familiar",2,69.2
"31","Deep Analysis",2,69.2
"32","Azorius Chancery",2,69.2
"33","Raven's Crime",2,69.2
"34","Rally the Peasants",20,69
"35","Palace Sentinels",14,69
"36","Archaeomancer",4,69
"37","Spirited Companion",12,68.9
"38","Oblivion Ring",7,68.8
"39","Soul of Migration",2,68.8
"40","Late to Dinner",2,68.8
"41","Razortide Bridge",2,68.8
"42","Secluded Steppe",14,68
"43","Gladecover Scout",18,67.9
"44","Slippery Bogle",18,67.9
"45","Abundant Growth",18,67.9
"46","Ancestral Mask",18,67.9
"47","Armadillo Cloak",18,67.9
"48","Utopia Sprawl",18,67.9
"49","Squadron Hawk",15,67.9
"50","Battle Screech",18,67.7
