"","CardNames","DeckCount","WinrateAverage"
"1","Pyroblast",107,63.5
"2","Relic of Progenitus",100,64.4
"3","Gorilla Shaman",99,63
"4","Duress",98,64.4
"5","Fiery Cannonade",89,62.3
"6","Electrickery",78,64.4
"7","Red Elemental Blast",76,65.3
"8","Flaring Pain",61,66
"9","Krark-Clan Shaman",60,64
"10","Blue Elemental Blast",55,63
"11","Dispel",51,62.6
"12","Chainer's Edict",50,64.5
"13","Weather the Storm",50,64.6
"14","Gut Shot",49,65.7
"15","Dust to Dust",44,66.6
"16","Shenanigans",39,61.3
"17","Hydroblast",33,60.1
"18","Suffocating Fumes",28,61.6
"19","Unexpected Fangs",27,63.4
"20","Cast Down",26,62.1
"21","Revoke Existence",26,67
"22","Curfew",25,60
"23","Nihil Spellbomb",25,64.3
"24","Annul",24,62.7
"25","Feldon's Cane",20,66.4
"26","Echoing Truth",19,62.1
"27","Lifelink",18,67.7
"28","Crimson Acolyte",16,69.2
"29","Stormbound Geist",15,58
"30","Smash to Smithereens",15,63.7
"31","Standard Bearer",15,67.9
"32","Spell Pierce",14,67.3
"33","Reaping the Graves",12,66.2
"34","Negate",12,63.7
"35","Scattershot Archer",12,62.7
"36","Martyr of Ashes",12,66.3
"37","Ghitu Lavarunner",11,67.5
"38","Leave No Trace",10,68.5
"39","Dawnbringer Cleric",10,62.3
"40","Spire Golem",10,61.8
"41","Lone Missionary",10,66.7
"42","Firebrand Archer",10,67.1
"43","Ancient Grudge",9,58.6
"44","Parapet",9,68.8
"45","Gleeful Sabotage",9,63.9
"46","Reckoner's Bargain",9,64.5
"47","Circle of Protection: Green",8,67.3
"48","Prismatic Strands",8,63.5
"49","Viridian Longbow",7,66
"50","Light of Hope",6,66.7
