"","CardNames","DeckCount","Winrate95Min"
"1","Nihil Spellbomb",50,60.3
"2","Blue Elemental Blast",86,59.7
"3","Hydroblast",77,59.2
"4","Ancient Grudge",16,58.7
"5","Steel Sabotage",30,58.7
"6","Gorilla Shaman",124,58.7
"7","Red Elemental Blast",36,58.6
"8","Rotten Reunion",28,58.5
"9","Chainer's Edict",80,58.4
"10","Breath Weapon",14,58.2
"11","Shattering Blow",17,58.2
"12","Pyroblast",82,58
"13","Crimson Acolyte",23,57.9
"14","Dispel",46,57.7
"15","Cast Down",14,57.5
"16","Curfew",12,57.1
"17","Weather the Storm",31,57.1
"18","Moment's Peace",12,56.6
"19","Unexpected Fangs",24,56.6
"20","Annul",41,56.4
"21","Relic of Progenitus",98,55.9
"22","End the Festivities",39,55.8
"23","Nylea's Disciple",10,55.5
"24","Fangren Marauder",13,55.5
"25","Dust to Dust",53,55.5
"26","Nausea",9,55.3
"27","Thorn of the Black Rose",20,55.2
"28","Moonblade Shinobi",7,55.1
"29","Obsidian Acolyte",7,54.9
"30","Negate",28,54.9
"31","Revoke Existence",22,54.4
"32","Pulse of Murasa",10,54.3
"33","Raze",18,54.2
"34","Suffocating Fumes",30,54.2
"35","Krark-Clan Shaman",29,53.7
"36","Healer of the Glade",8,53.3
"37","Spell Pierce",10,53.1
"38","Shrivel",19,53.1
"39","Smash to Dust",25,52.8
"40","Flaring Pain",19,52.7
"41","Standard Bearer",15,52.6
"42","Destroy Evil",21,52.1
"43","Sage's Row Denizen",1,51.8
"44","Dawnbringer Cleric",38,51.6
"45","Fathom Seer",4,51.3
"46","Metallic Rebuke",15,51.3
"47","Fiery Cannonade",11,50.7
"48","Duress",15,50.6
"49","Dinrova Horror",4,49.8
"50","Kenku Artificer",6,49.8
