"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Hammer Time - Izzet Murktide - Temur Footfalls - Blue Living End - Burn - Elementals - Jund Saga - Creativity Combo - Green Tron,Reanimator - Hardened Scales - Thopter Urza - Yawgmoth - Asmo Food - Temur Footfalls,Temur Footfalls - Hammer Time - Izzet Murktide - Jund Saga - Blue Living End - Yawgmoth - Elementals - BTL Scapeshift - Azorius Control,Hammer Time - Izzet Murktide - Temur Footfalls - Blue Living End - Elementals - Jund Saga - Creativity Combo - Burn,Hammer Time - Izzet Murktide - Temur Footfalls - Blue Living End - Elementals - Jund Saga - Creativity Combo - Burn
"Tiers 1.5",Grixis Monkey - Jeskai Control - Mill - BTL Scapeshift - Azorius Control - Rakdos Midrange - Grixis Shadow - Jund Midrange - Mardu Midrange - Yawgmoth - Taking Turns - Eldrazi Tron,Azorius Control - BTL Scapeshift - UBRG Shadow - Mardu Midrange - Jund Saga - Grixis Monkey - Eldrazi Tron - Glimpse Combo - Belcher - Jeskai Control - Elementals - Mill - Amulet Titan - Creativity Combo - Hammer Time - Izzet Murktide - Blue Living End - Affinity - Niv To Light,Grixis Monkey - Creativity Combo - Jeskai Control - Mardu Midrange - Mill - Burn - Reanimator - Eldrazi Tron - Green Tron - Hardened Scales - Amulet Titan - Thopter Urza - Jund Midrange - Rakdos Midrange - Taking Turns,Grixis Monkey - BTL Scapeshift - Azorius Control - Green Tron - Jeskai Control - Mill - Yawgmoth - Mardu Midrange - Eldrazi Tron - Jund Midrange - Rakdos Midrange - Amulet Titan,Grixis Monkey - BTL Scapeshift - Azorius Control - Green Tron - Jeskai Control - Mill - Yawgmoth - Mardu Midrange - Eldrazi Tron - Jund Midrange - Rakdos Midrange - Amulet Titan
"Tiers 2",Amulet Titan - Heliod Combo - Izzet Prowess - Asmo Urza - WURG Footfalls - Ad Nauseam - Dredge - Reanimator - Niv To Light - Glimpse Combo - Infect - UBRG Shadow - Izzet Control - Hardened Scales - Thopter Urza - Humans - Belcher - Esper Control,Jund Midrange - Dredge - Rakdos Midrange - Heliod Combo - Domain Zoo - Naya Saga - Burn - Taking Turns - Izzet Prowess - Asmo Urza - Green Tron - WURG Footfalls - WURG Control - Grixis Shadow,UBRG Shadow - Heliod Combo - Grixis Shadow - Glimpse Combo - Asmo Food - Izzet Prowess - Asmo Urza - WURG Footfalls - Niv To Light - Belcher - Dredge - Affinity,Reanimator - Grixis Shadow - Taking Turns - Hardened Scales - Heliod Combo - Thopter Urza - Izzet Prowess - Asmo Urza - UBRG Shadow - WURG Footfalls - Glimpse Combo - Asmo Food - Niv To Light - Dredge - Belcher - Affinity,Reanimator - Grixis Shadow - Taking Turns - Hardened Scales - Heliod Combo - Thopter Urza - Izzet Prowess - Asmo Urza - UBRG Shadow - WURG Footfalls - Glimpse Combo - Asmo Food - Niv To Light - Dredge - Belcher - Affinity
"Tiers 2.5",WURG Control - Asmo Food - Domain Zoo - Naya Saga - Jund Shadow - Grief Blade - Affinity,Infect - Esper Control - Jund Shadow - Ad Nauseam - Izzet Control - Humans - Grief Blade,Domain Zoo - Naya Saga - Infect - Ad Nauseam - WURG Control - Izzet Control - Esper Control - Jund Shadow - Humans - Grief Blade,Ad Nauseam - Infect - Domain Zoo - Naya Saga - WURG Control - Izzet Control - Esper Control - Jund Shadow - Humans - Grief Blade,Ad Nauseam - Infect - Domain Zoo - Naya Saga - WURG Control - Izzet Control - Esper Control - Jund Shadow - Humans - Grief Blade
