"","CardNames","DeckCount","WinrateAverage"
"1","Island",210,74.1
"2","Scalding Tarn",195,75.3
"3","Steam Vents",192,75.2
"4","Forest",178,73.6
"5","Misty Rainforest",178,74.2
"6","Lightning Bolt",177,73.9
"7","Mountain",150,73.5
"8","Mishra's Bauble",148,74.9
"9","Swamp",134,72.7
"10","Flooded Strand",129,74.9
"11","Breeding Pool",127,73.9
"12","Spirebluff Canal",121,75.8
"13","Urza's Saga",117,74.6
"14","Wooded Foothills",115,73.4
"15","Force of Negation",105,75.5
"16","Ragavan, Nimble Pilferer",104,74.4
"17","Dragon's Rage Channeler",103,75.3
"18","Plains",97,71.6
"19","Bloodstained Mire",97,73.7
"20","Polluted Delta",95,72.9
"21","Stomping Ground",91,73.5
"22","Hallowed Fountain",87,74.4
"23","Counterspell",87,75.4
"24","Expressive Iteration",82,76
"25","Verdant Catacombs",82,71.7
"26","Windswept Heath",81,71.6
"27","Fiery Islet",80,75.3
"28","Unholy Heat",79,75.6
"29","Cavern of Souls",76,74.3
"30","Teferi, Time Raveler",70,74.8
"31","Fatal Push",67,72.8
"32","Temple Garden",67,72.9
"33","Thoughtseize",66,70.9
"34","Arid Mesa",65,73.3
"35","Serum Visions",64,75.4
"36","Watery Grave",64,72.8
"37","Shardless Agent",63,73.9
"38","Brazen Borrower",60,74.5
"39","Inquisition of Kozilek",60,71.5
"40","Street Wraith",59,74.2
"41","Blood Crypt",59,72.8
"42","Raugrin Triome",57,75.6
"43","Sacred Foundry",57,71.8
"44","Violent Outburst",56,74.9
"45","Snapcaster Mage",56,74.8
"46","Expedition Map",53,73.5
"47","Prismatic Ending",53,74.6
"48","Monastery Swiftspear",52,73.5
"49","Overgrown Tomb",52,71.5
"50","Dryad of the Ilysian Grove",47,74.2
