"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Amulet Titan - Izzet Prowess - Blue Living End - Hammer Time - Izzet Murktide - Rakdos Midrange - Asmo Urza,Bant Blink - Mill - Hardened Scales - WURG Footfalls - Elementals - Izzet Murktide,Izzet Murktide - Izzet Prowess - Amulet Titan - Hammer Time - WURG Footfalls - Mill - Blue Living End,Amulet Titan - Izzet Prowess - Izzet Murktide - Blue Living End - Hammer Time - Asmo Urza - Rakdos Midrange,Amulet Titan - Izzet Prowess - Izzet Murktide - Blue Living End - Hammer Time - Asmo Urza - Rakdos Midrange
"Tiers 1.5",Yawgmoth - Stoneblade - Temur Footfalls - Humans - WURG Footfalls - Asmo Food,Asmo Food - Eldrazi Tron - Jeskai Monkey - Azorius Taxes - Taking Turns - Delver - Hammer Time - Grixis Shadow - Izzet Prowess - Temur Footfalls - Amulet Titan - Stoneblade,Hardened Scales - Asmo Urza - Asmo Food - Temur Footfalls - Stoneblade - Rakdos Midrange - Eldrazi Tron - Delver - Yawgmoth - Taking Turns - Grixis Shadow - Elementals - Jeskai Monkey - Bant Blink,WURG Footfalls - Stoneblade - Yawgmoth - Temur Footfalls - Mill - Asmo Food - Hardened Scales - Delver - Humans - Eldrazi Tron,WURG Footfalls - Stoneblade - Yawgmoth - Temur Footfalls - Mill - Asmo Food - Hardened Scales - Delver - Humans - Eldrazi Tron
"Tiers 2",Mill - Gruul Midrange - Delver - Esper Control - Hardened Scales - Eldrazi Tron - Jund Midrange - Niv To Light - Burn - Taking Turns - Enchantress - Grixis Shadow - Ad Nauseam - BTL Scapeshift - Heliod Combo - Jeskai Monkey - Elementals,Blue Living End - Asmo Urza - Glimpse Combo - Jund Midrange - Enchantress - Esper Control - BTL Scapeshift - Rakdos Midrange - Yawgmoth - Niv To Light - Lantern - Heliod Combo,Jund Midrange - Humans - Esper Control - Enchantress - Niv To Light - BTL Scapeshift - Azorius Taxes - Gruul Midrange - Heliod Combo,Taking Turns - Grixis Shadow - Esper Control - Jund Midrange - Jeskai Monkey - Elementals - Enchantress - Niv To Light - Bant Blink - Gruul Midrange - BTL Scapeshift - Ad Nauseam - Heliod Combo - Azorius Taxes,Taking Turns - Grixis Shadow - Esper Control - Jund Midrange - Jeskai Monkey - Elementals - Enchantress - Niv To Light - Bant Blink - Gruul Midrange - BTL Scapeshift - Ad Nauseam - Heliod Combo - Azorius Taxes
"Tiers 2.5",Obosh Aggro - Lantern - Glimpse Combo - Green Tron - Bant Blink - Azorius Taxes,Humans - Ad Nauseam - Gruul Midrange - Burn - Green Tron - Obosh Aggro,Glimpse Combo - Ad Nauseam - Burn - Lantern - Green Tron - Obosh Aggro,Burn - Glimpse Combo - Lantern - Green Tron - Obosh Aggro,Burn - Glimpse Combo - Lantern - Green Tron - Obosh Aggro
