"","CardNames","DeckCount","Winrate95Min"
"1","Scalding Tarn",195,72.9
"2","Spirebluff Canal",121,72.7
"3","Steam Vents",192,72.7
"4","Expressive Iteration",82,72.2
"5","Force of Negation",105,72.2
"6","Mishra's Bauble",148,72.1
"7","Dragon's Rage Channeler",103,71.9
"8","Unholy Heat",79,71.8
"9","Flooded Strand",129,71.8
"10","Misty Rainforest",178,71.7
"11","Island",210,71.7
"12","Counterspell",87,71.6
"13","Fiery Islet",80,71.4
"14","Urza's Saga",117,71.4
"15","Lightning Bolt",177,71.3
"16","Serum Visions",64,71.1
"17","Ragavan, Nimble Pilferer",104,71
"18","Forest",178,71
"19","Raugrin Triome",57,70.9
"20","Murktide Regent",32,70.8
"21","Thought Scour",32,70.8
"22","Breeding Pool",127,70.8
"23","Teferi, Time Raveler",70,70.6
"24","Hallowed Fountain",87,70.6
"25","Mountain",150,70.6
"26","Violent Outburst",56,70.2
"27","Cavern of Souls",76,70.2
"28","Snapcaster Mage",56,70.1
"29","Bloodstained Mire",97,70.1
"30","Wooded Foothills",115,70.1
"31","Brazen Borrower",60,70
"32","Stomping Ground",91,69.8
"33","Subtlety",41,69.7
"34","Swamp",134,69.7
"35","Gemstone Caverns",27,69.6
"36","Shadowspear",40,69.6
"37","Prismatic Ending",53,69.6
"38","Street Wraith",59,69.6
"39","Oboro, Palace in the Clouds",12,69.5
"40","Stormwing Entity",32,69.5
"41","Shardless Agent",63,69.5
"42","Jace, the Mind Sculptor",36,69.3
"43","Cryptic Command",47,69.3
"44","Stoneforge Mystic",46,69.3
"45","Polluted Delta",95,69.3
"46","Inkmoth Nexus",28,69.1
"47","Manamorphose",40,69.1
"48","Archmage's Charm",39,69.1
"49","Field of Ruin",25,69
"50","Tolaria West",40,68.9
