"","CardNames","DeckCount","WinrateAverage"
"1","Clever Lumimancer",1,100
"2","Greater Gargadon",1,100
"3","Mayhem Devil",1,100
"4","Ratchet Bomb",1,100
"5","Dovin's Veto",1,100
"6","Flusterstorm",1,100
"7","Power Conduit",2,85.7
"8","Spreading Seas",5,84
"9","Phyrexia's Core",3,83.3
"10","Cursecatcher",3,83.3
"11","Merrow Reejerey",3,83.3
"12","Smuggler's Copter",3,83.3
"13","Drannith Magistrate",2,83.3
"14","Swiftfoot Boots",4,82.9
"15","Endbringer",3,82.4
"16","Basilisk Collar",3,82.4
"17","Deputy of Detention",3,81.8
"18","Knight of Autumn",3,81.8
"19","Stonehorn Dignitary",3,81.8
"20","Thassa, Deep-Dwelling",3,81.8
"21","Venser, Shaper Savant",3,81.8
"22","Stitcher's Supplier",2,81.8
"23","Mana Bloom",3,81.2
"24","Horde of Notions",3,81.2
"25","Lightning Skelemental",3,81.2
"26","Thunderkin Awakener",3,81.2
"27","Primal Beyond",3,81.2
"28","Crypt Incursion",9,81.1
"29","Oboro, Palace in the Clouds",12,80.9
"30","Fractured Sanity",4,80.8
"31","Soulherder",4,80.8
"32","Unsettled Mariner",6,80.6
"33","Paradise Mantle",6,80.4
"34","Ruin Crab",10,80
"35","Archive Trap",10,80
"36","Visions of Beyond",10,80
"37","Mesmeric Orb",10,80
"38","Mind Stone",4,80
"39","Lord of Atlantis",4,80
"40","Master of the Pearl Trident",4,80
"41","Silvergill Adept",4,80
"42","Svyelun of Sea and Sky",4,80
"43","Tide Shaper",4,80
"44","Scavenger Grounds",3,80
"45","Sea Gate Restoration",6,79.5
"46","Lightning Axe",5,79.4
"47","Sanctifier en-Vec",4,79.3
"48","Mutavault",5,79.2
"49","Emrakul, the Promised End",4,79.2
"50","Hedron Crab",11,79.1
