"","SetCode","NoCopies","Winrate"
"1","MH2",5657,0.722
"2","ZEN",2434,0.726
"3","MH1",2213,0.724
"4","LEA",2210,0.724
"5","ONS",1696,0.724
"6","ELD",1023,0.729
"7","NEO",954,0.728
"8","WWK",803,0.728
"9","GPT",789,0.725
"10","SNC",721,0.718
"11","RAV",719,0.721
"12","KLD",693,0.726
"13","WAR",691,0.715
"14","STX",674,0.73
"15","DIS",633,0.721
"16","M20",595,0.705
"17","ICE",558,0.718
"18","CSP",534,0.733
"19","LRW",531,0.714
"20","MRD",524,0.702
"21","ZNR",519,0.7
"22","FUT",517,0.726
"23","ATQ",505,0.712
"24","SOM",458,0.707
"25","NPH",438,0.721
"26","5DN",435,0.719
"27","TSP",430,0.73
"28","THB",398,0.721
"29","AVR",397,0.723
"30","EMN",388,0.729
"31","MID",381,0.73
"32","ARB",347,0.732
"33","IKO",340,0.715
"34","AER",326,0.703
"35","CMD",290,0.734
"36","DKA",274,0.731
"37","PLS",261,0.707
"38","ROE",255,0.702
"39","DRK",237,0.723
"40","RNA",235,0.722
"41","KTK",232,0.702
"42","PC2",224,0.73
"43","AFR",218,0.714
"44","M11",212,0.727
"45","GTC",212,0.693
"46","CHK",208,0.716
"47","ALA",197,0.722
"48","M21",184,0.731
"49","SHM",180,0.701
"50","DST",171,0.704
"51","MBS",160,0.722
"52","RTR",142,0.728
"53","AKH",140,0.735
"54","JOU",140,0.695
"55","PLC",136,0.723
"56","HOU",133,0.739
"57","SOK",130,0.714
"58","APC",120,0.723
"59","SOI",114,0.766
"60","OGW",114,0.702
"61","CON",114,0.733
"62","MIR",108,0.733
"63","STH",108,0.708
"64","M19",94,0.699
"65","INV",89,0.725
"66","ISD",87,0.695
"67","DOM",85,0.696
"68","GRN",82,0.704
"69","BFZ",79,0.722
"70","EVE",66,0.725
"71","VOW",56,0.74
"72","DTK",52,0.718
"73","MOR",44,0.721
"74","XLN",41,0.682
"75","FRF",36,0.733
"76","ULG",36,0.68
"77","DGM",31,0.735
"78","WTH",26,0.727
"79","M13",25,0.75
"80","KHM",24,0.717
"81","M15",22,0.772
"82","JUD",21,0.733
"83","M10",19,0.683
"84","M12",19,0.64
"85","ARN",16,0.781
"86","C14",14,0.655
"87","ORI",12,0.607
"88","TMP",11,0.657
"89","PTK",7,0.769
"90","THS",7,0.65
"91","RIX",7,0.688
"92","BOK",6,0.846
"93","TOR",6,0.667
"94","P02",5,0.769
"95","SCG",2,0.667
"96","NEM",2,0.6
"97","USG",2,0.6
"98","LEG",1,0.571
