"","Artist","NoCopies","Winrate"
"1","Rob Alexander",2928,0.722
"2","Anastasia Ovchinnikova",1390,0.726
"3","Christopher Rush",1165,0.723
"4","Mark Poole",920,0.724
"5","Shelly Wan",670,0.731
"6","Eric Deschamps",663,0.719
"7","Chippy",648,0.732
"8","Adam Paquette",571,0.727
"9","Simon Dominic",557,0.727
"10","John Stanko",549,0.716
"11","Kari Christensen",528,0.726
"12","Philip Straub",524,0.725
"13","Alayna Danner",522,0.726
"14","Vincent Proce",496,0.726
"15","Jason Chan",494,0.729
"16","Vance Kovacs",481,0.721
"17","Titus Lunter",440,0.712
"18","Ekaterina Burmak",426,0.732
"19","Cyril Van Der Haegen",425,0.719
"20","Mila Pesic",416,0.722
"21","Randy Vargas",407,0.735
"22","Chris Rallis",391,0.72
"23","Aleksi Briclot",385,0.726
"24","John Avon",375,0.736
"25","Raymond Swanland",366,0.716
"26","Izzy",364,0.72
"27","Mark Zug",355,0.726
"28","Yeong-Hao Han",348,0.712
"29","Chris Ostrowski",346,0.73
"30","Anthony S. Waters",346,0.719
"31","Howard Lyon",336,0.734
"32","Chase Stone",336,0.718
"33","Anson Maddocks",329,0.722
"34","Svetlin Velinov",312,0.712
"35","Raoul Vitale",309,0.71
"36","Franz Vohwinkel",303,0.718
"37","Zezhou Chen",299,0.732
"38","Chris Rahn",297,0.717
"39","Ryan Pancoast",296,0.705
"40","Ron Spears",295,0.722
"41","Erica Yang",295,0.73
"42","Lucas Graciano",285,0.716
"43","Iain McCaig",285,0.731
"44","Mark Tedin",276,0.701
"45","Evan Shipard",272,0.717
"46","Pete Venters",272,0.705
"47","Kev Walker",264,0.709
"48","Martina Fackova",262,0.732
"49","Chris Seaman",248,0.722
"50","Jonas De Ro",247,0.711
"51","Lake Hurwitz",243,0.714
"52","Douglas Shuler",239,0.711
"53","Greg Staples",237,0.719
"54","Paul Scott Canavan",231,0.723
"55","Cliff Childs",217,0.725
"56","Richard Whitters",215,0.729
"57","Sam Burley",207,0.72
"58","Jason Rainville",207,0.74
"59","Dmitry Burmak",206,0.735
"60","Bastien L. Deharme",204,0.714
"61","Jung Park",201,0.728
"62","James Paick",201,0.695
"63","Tom Wänerstrand",198,0.73
"64","Warren Mahy",198,0.719
"65","Campbell White",192,0.726
"66","Jesper Myrfors",191,0.726
"67","Mike Bierek",189,0.737
"68","Steve Argyle",189,0.702
"69","Jean-Sébastien Rossbach",185,0.722
"70","Amy Weber",181,0.727
"71","Christine Choi",180,0.744
"72","Terese Nielsen",179,0.728
"73","Nils Hamm",178,0.728
"74","Steven Belledin",178,0.72
"75","Kieran Yanner",175,0.724
"76","Matt Stewart",175,0.723
"77","Johannes Voss",169,0.725
"78","Yongjae Choi",159,0.717
"79","Martina Pilcerova",154,0.721
"80","Wisnu Tan",153,0.701
"81","Greg Hildebrandt",151,0.708
"82","Seb McKinnon",149,0.735
"83","Lars Grant-West",148,0.725
"84","Nicholas Gregory",147,0.757
"85","Adam Rex",145,0.711
"86","Filip Burburan",141,0.729
"87","Michael Sutfin",135,0.697
"88","Zoltan Boros",132,0.698
"89","Richard Wright",131,0.723
"90","David Martin",128,0.722
"91","Todd Lockwood",124,0.734
"92","Heonhwa Choe",121,0.7
"93","Craig J Spearing",119,0.736
"94","Dave Kendall",118,0.7
"95","Heather Hudson",117,0.73
"96","Mark Winters",116,0.724
"97","Scott Murphy",115,0.758
"98","Pat Morrissey",113,0.706
"99","Johan Grenier",113,0.678
"100","John Matson",111,0.726
"101","Joseph Meehan",109,0.711
"102","Daarken",107,0.711
"103","Tomasz Jedruszek",104,0.685
"104","Dan Scott",95,0.742
"105","Dan Frazier",94,0.724
"106","Daniel Ljunggren",93,0.707
"107","Jason A. Engle",91,0.728
"108","DiTerlizzi",90,0.704
"109","Randy Gallegos",88,0.729
"110","Jaime Jones",80,0.719
"111","Tomas Giorello",75,0.712
"112","Scott M. Fischer",71,0.706
"113","Cynthia Sheppard",69,0.727
"114","Christopher Moeller",67,0.713
"115","Noah Bradley",66,0.725
"116","Alex Horley-Orlandelli",66,0.713
"117","Alexander Forssberg",65,0.72
"118","Luca Zontini",65,0.704
"119","Deruchenko Alexander",64,0.718
"120","Jason Felix",62,0.696
"121","Fred Fields",60,0.741
"122","Jim Nelson",57,0.701
"123","Volkan Baǵa",55,0.734
"124","Victor Adame Minguez",54,0.728
"125","Michael Komarck",52,0.726
"126","Andrew Mar",51,0.701
"127","Johann Bodin",51,0.701
"128","Nicholas Elias",48,0.709
"129","Wesley Burt",46,0.688
"130","Karl Kopinski",43,0.759
"131","Matt Thompson",43,0.709
"132","Chris Cold",41,0.72
"133","Austin Hsu",40,0.73
"134","Lie Setiawan",40,0.732
"135","Mathias Kollros",40,0.698
"136","Lucas Staniec",39,0.731
"137","Carl Critchlow",37,0.699
"138","Magali Villeneuve",37,0.704
"139","Jeff Miracola",37,0.74
"140","Lius Lasahido",37,0.688
"141","Sam Wood",36,0.719
"142","Justin Murray",36,0.685
"143","Livia Prima",34,0.687
"144","Khang Le",33,0.76
"145","Antonio José Manzanedo",33,0.743
"146","Grzegorz Rutkowski",33,0.701
"147","Mark Brill",33,0.657
"148","Darrell Riche",32,0.691
"149","Eric Fortune",31,0.716
"150","Zoltan Boros & Gabor Szikszai",29,0.743
"151","Sidharth Chaturvedi",29,0.686
"152","Milivoj Ćeran",29,0.673
"153","Jokubas Uogintas",29,0.679
"154","Jim Murray",29,0.708
"155","Tommy Arnold",27,0.734
"156","Jesper Ejsing",25,0.698
"157","Igor Kieryluk",25,0.742
"158","Inka Schulz",24,0.692
"159","Sarah Finnigan",23,0.734
"160","Don Hazeltine",23,0.676
"161","Dimitar Marinski",23,0.743
"162","Brom",22,0.744
"163","Wayne England",22,0.718
"164","Edward P. Beard, Jr.",20,0.774
"165","Joe Slucher",20,0.7
"166","Lindsey Look",20,0.667
"167","Bryan Sola",18,0.795
"168","John Howe",18,0.76
"169","Mark A. Nelson",18,0.708
"170","Stephen Tappin",18,0.622
