"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Affinity Control - Dimir Terror,Flicker Tron - Affinity Control,Affinity Control,Affinity Control,Affinity Control
"Tiers 1.5",Kuldotha Burn - Caw Gate - Bogles,RB Madness - Boros Synthesizer - Dimir Terror,Dimir Terror - Flicker Tron - RB Madness - Kuldotha Burn - Caw Gate,Dimir Terror - Flicker Tron - RB Madness - Kuldotha Burn,Dimir Terror - Flicker Tron - RB Madness - Kuldotha Burn
"Tiers 2",RB Madness - Flicker Tron - Walls Combo - Boros Synthesizer,Caw Gate - Bogles - Kuldotha Burn - Walls Combo,Bogles - Boros Synthesizer - Walls Combo,Caw Gate - Bogles - Boros Synthesizer - Walls Combo,Caw Gate - Bogles - Boros Synthesizer - Walls Combo
"Tiers 2.5",Gates,Gates,Gates,Gates,Gates
