"","CardNames","DeckCount","Winrate95Min"
"1","Brainstorm",46,60.5
"2","Spell Pierce",62,60
"3","Counterspell",73,59.9
"4","Preordain",40,59.3
"5","Gurmag Angler",59,59.3
"6","Deep Analysis",42,59.1
"7","Snow-Covered Island",32,58.8
"8","Prismatic Strands",18,58.7
"9","Evolving Wilds",7,58.4
"10","Island",71,58.4
"11","Fallaji Archaeologist",24,58.3
"12","Snuff Out",32,58.2
"13","Ice Tunnel",32,58.2
"14","Great Furnace",89,58.2
"15","Mental Note",31,58.1
"16","Thought Scour",31,58.1
"17","Unexpected Fangs",31,58.1
"18","Tolarian Terror",31,58.1
"19","Contaminated Aquifer",31,58.1
"20","Galvanic Blast",81,57.8
"21","The Modern Age",10,57.3
"22","Snap",35,57.3
"23","Chromatic Star",54,57.2
"24","Dispel",18,56.9
"25","Spellstutter Sprite",35,56.9
"26","Krark-Clan Shaman",38,56.9
"27","Myr Enforcer",38,56.9
"28","Thoughtcast",38,56.9
"29","Mistvault Bridge",38,56.9
"30","Seat of the Synod",38,56.9
"31","Makeshift Munitions",45,56.9
"32","Ash Barrens",24,56.8
"33","Vault of Whispers",44,56.8
"34","Blood Fountain",39,56.7
"35","Reckoner's Bargain",39,56.7
"36","Kenku Artificer",39,56.7
"37","Silverbluff Bridge",39,56.7
"38","Smash to Dust",23,56.6
"39","Heap Gate",17,56.5
"40","Faerie Seer",33,56.5
"41","Ninja of the Deep Hours",33,56.5
"42","Frogmite",35,56.4
"43","Kuldotha Rebirth",45,56.4
"44","Ichor Wellspring",46,56.4
"45","Moon-Circuit Hacker",32,56.3
"46","Drossforge Bridge",45,56.3
"47","Guardian of the Guildpact",17,56.1
"48","Reckless Impulse",45,56.1
"49","Deadly Dispute",57,56.1
"50","Dwarven Forge-Chanter",30,56
