"","CardNames","DeckCount","Winrate95Min"
"1","Nihil Spellbomb",52,61.1
"2","Crimson Acolyte",23,59.2
"3","Blue Elemental Blast",86,59.1
"4","Gorilla Shaman",126,59.1
"5","Chainer's Edict",83,58.9
"6","Steel Sabotage",35,58.8
"7","Hydroblast",85,58.8
"8","Dispel",46,58.2
"9","Pyroblast",86,58.2
"10","Relic of Progenitus",105,57.1
"11","Rotten Reunion",25,57
"12","Curfew",13,56.9
"13","Annul",46,56.9
"14","Negate",29,56.1
"15","Shattering Blow",17,56
"16","Unexpected Fangs",19,55.9
"17","Red Elemental Blast",38,55.9
"18","Dust to Dust",47,55.6
"19","Obsidian Acolyte",8,55
"20","End the Festivities",44,55
"21","Kenku Artificer",8,54.9
"22","Destroy Evil",21,54.9
"23","Krark-Clan Shaman",34,54.6
"24","Revoke Existence",19,54.5
"25","Suffocating Fumes",29,54.2
"26","Fiery Cannonade",12,54
"27","Smash to Dust",23,54
"28","Metallic Rebuke",20,53.9
"29","Raze",18,53.8
"30","Weather the Storm",26,53.8
"31","Thorn of the Black Rose",15,53.6
"32","Moment's Peace",14,53.5
"33","Nausea",10,53.1
"34","Nylea's Disciple",9,52.7
"35","Flaring Pain",24,52.6
"36","Pulse of Murasa",10,52.2
"37","Spell Pierce",7,52.1
"38","Snow-Covered Mountain",4,52
"39","Saruli Gatekeepers",7,52
"40","Sage's Row Denizen",1,51.8
"41","Healer of the Glade",7,51.6
"42","Duress",13,51.3
"43","Deglamer",11,51.1
"44","Shrivel",14,51.1
"45","Standard Bearer",12,51
"46","Moonblade Shinobi",6,50.9
"47","Arms of Hadar",16,50.9
"48","Natural Obsolescence",5,50.7
"49","Penumbra Spider",10,50.7
"50","Honorable Scout",5,50.2
