"","CardNames","DeckCount","Winrate95Min"
"1","Gut Shot",29,67.4
"2","Force of Negation",138,67.2
"3","Torpor Orb",66,67.1
"4","Pithing Needle",56,67
"5","Hydroblast",95,67
"6","Alpine Moon",38,66.9
"7","Pyroblast",168,66.9
"8","Null Rod",51,66.6
"9","Red Elemental Blast",105,66.3
"10","Blazing Volley",44,66.2
"11","Abrade",81,66
"12","Surgical Extraction",125,66
"13","Court of Cunning",45,65.7
"14","Submerge",53,65.6
"15","Meddling Mage",30,65.5
"16","Containment Priest",41,65.4
"17","Wasteland",21,65.2
"18","Narset, Parter of Veils",45,65.1
"19","Prismatic Ending",48,64.7
"20","Grafdigger's Cage",60,64.6
"21","Karakas",58,64.5
"22","Meltdown",51,63.9
"23","Yorion, Sky Nomad",20,63.7
"24","Carpet of Flowers",39,63.6
"25","Ethersworn Canonist",49,63.4
"26","Endurance",74,63.1
"27","Peacekeeper",11,62.8
"28","Phyrexian Revoker",3,62.6
"29","Deafening Silence",26,62.5
"30","Flusterstorm",46,62.5
"31","Collector Ouphe",29,62
"32","Mindbreak Trap",25,61.9
"33","Izzet Staticaster",20,61.6
"34","Force of Vigor",63,61.1
"35","Veil of Summer",18,60.9
"36","Soul-Guide Lantern",20,60.5
"37","Wear // Tear",19,60.5
"38","Choke",26,60.5
"39","Archetype of Endurance",7,60.4
"40","Blue Elemental Blast",12,60.4
"41","Hurkyl's Recall",8,60.3
"42","Rest in Peace",16,60.1
"43","Dress Down",21,60.1
"44","Council's Judgment",12,60
"45","Trinisphere",6,59.8
"46","Gaddock Teeg",14,59.4
"47","Pyroclasm",16,59.4
"48","Duress",10,59.3
"49","Brazen Borrower",15,59.3
"50","Ensnaring Bridge",21,59.2
