"","SetCode","NoCopies","Winrate"
"1","MH2",8623,0.75
"2","ZEN",3668,0.751
"3","LEA",3555,0.75
"4","MH1",2615,0.752
"5","ONS",2538,0.752
"6","NEO",1640,0.752
"7","ELD",1378,0.748
"8","GPT",1274,0.751
"9","STX",1053,0.748
"10","SNC",1038,0.752
"11","WWK",958,0.749
"12","KLD",920,0.742
"13","DIS",904,0.754
"14","M20",879,0.764
"15","CSP",865,0.746
"16","5DN",846,0.753
"17","LRW",798,0.755
"18","RAV",743,0.746
"19","THB",726,0.746
"20","WAR",706,0.746
"21","NPH",690,0.754
"22","MID",650,0.752
"23","FUT",645,0.743
"24","IKO",616,0.748
"25","SOM",616,0.751
"26","BRO",605,0.749
"27","ATQ",537,0.758
"28","DMU",529,0.746
"29","EMN",508,0.757
"30","AER",485,0.754
"31","DRK",460,0.752
"32","ARB",453,0.741
"33","CMD",436,0.749
"34","ICE",393,0.74
"35","TSP",380,0.748
"36","MRD",350,0.745
"37","APC",348,0.751
"38","ZNR",327,0.749
"39","M11",315,0.749
"40","AVR",310,0.746
"41","MBS",309,0.759
"42","PC2",276,0.747
"43","M21",260,0.758
"44","PLC",256,0.746
"45","DKA",244,0.741
"46","DGM",239,0.738
"47","SOK",238,0.754
"48","PLS",228,0.754
"49","KTK",215,0.706
"50","RNA",208,0.753
"51","AFR",195,0.745
"52","ALA",185,0.753
"53","VOW",184,0.747
"54","HOU",183,0.744
"55","SHM",177,0.738
"56","CON",174,0.749
"57","KHM",173,0.758
"58","SOI",167,0.724
"59","DOM",161,0.736
"60","DST",158,0.732
"61","CHK",155,0.741
"62","ROE",154,0.741
"63","STH",153,0.756
"64","AKH",146,0.72
"65","OGW",127,0.708
"66","ORI",110,0.731
"67","GTC",107,0.711
"68","RTR",105,0.743
"69","INV",103,0.754
"70","MIR",90,0.753
"71","M19",85,0.779
"72","DTK",75,0.74
"73","GRN",65,0.776
"74","BFZ",63,0.749
"75","JUD",52,0.667
"76","EVE",51,0.739
"77","ISD",45,0.764
"78","JOU",40,0.742
"79","MOR",39,0.758
"80","XLN",38,0.716
"81","M12",31,0.713
"82","M13",24,0.781
"83","FRF",17,0.74
"84","C14",17,0.683
"85","M15",17,0.736
"86","THS",14,0.795
"87","M10",9,0.784
"88","ARN",7,0.857
"89","WTH",6,0.75
"90","TMP",6,0.733
"91","ULG",5,0.636
"92","ODY",4,0.727
"93","LEG",4,0.6
"94","P02",4,0.7
"95","PTK",4,0.727
"96","NEM",1,0.75
