"","CardNames","DeckCount","WinrateAverage"
"1","Boseiju, Who Endures",282,73
"2","Sokenzan, Crucible of Defiance",204,72.1
"3","Island",185,72.4
"4","Fable of the Mirror-Breaker",184,72.2
"5","Otawara, Soaring City",184,72.4
"6","Mountain",182,71.7
"7","Bonecrusher Giant",177,72
"8","Den of the Bugbear",163,72
"9","Swamp",162,72.9
"10","Plains",158,71.4
"11","Forest",150,72.5
"12","Eiganjo, Seat of the Empire",146,71.5
"13","Fatal Push",143,73.2
"14","Llanowar Elves",137,72.5
"15","Elvish Mystic",137,72.5
"16","Lair of the Hydra",135,72.4
"17","Thoughtseize",132,73.2
"18","Hive of the Eye Tyrant",125,73.4
"19","Mutavault",121,70.6
"20","Urborg, Tomb of Yawgmoth",119,73.3
"21","Blood Crypt",116,73.1
"22","Takenuma, Abandoned Mire",114,74.2
"23","Blightstep Pathway",113,73.2
"24","Skyclave Apparition",112,72.3
"25","Nykthos, Shrine to Nyx",112,74.2
"26","Hall of Storm Giants",111,72.8
"27","Power Word Kill",110,74.1
"28","Haunted Ridge",109,73.3
"29","Sheoldred, the Apocalypse",109,73
"30","Bloodtithe Harvester",108,73.7
"31","Sulfurous Springs",105,73.5
"32","Castle Locthwain",104,73.1
"33","Skysovereign, Consul Flagship",103,71.9
"34","Temple Garden",100,72.5
"35","Graveyard Trespasser",99,72.8
"36","Stomping Ground",97,71.5
"37","Breeding Pool",96,72.7
"38","Kroxa, Titan of Death's Hunger",94,73.3
"39","Misery's Shadow",91,73.1
"40","Lovestruck Beast",91,74
"41","Esika's Chariot",88,71.6
"42","Dreadbore",86,73.3
"43","Wolfwillow Haven",85,74.3
"44","Steam Vents",84,72.6
"45","Hallowed Fountain",84,70.2
"46","Branchloft Pathway",82,73
"47","Shark Typhoon",74,71.8
"48","Botanical Sanctum",70,72.3
"49","Collected Company",70,72.1
"50","Karn, the Great Creator",70,74.3
