"","SetCode","NoCopies","Winrate"
"1","LEA",3498,0.722
"2","NEO",2856,0.724
"3","MID",2658,0.728
"4","ELD",2545,0.723
"5","KHM",2143,0.724
"6","AFR",2011,0.73
"7","ZNR",1905,0.724
"8","WAR",1492,0.731
"9","BRO",1407,0.734
"10","SNC",1392,0.722
"11","M20",1259,0.724
"12","IKO",1088,0.722
"13","KLD",1073,0.727
"14","VOW",1068,0.723
"15","THB",1067,0.727
"16","RTR",963,0.719
"17","DMU",905,0.72
"18","DTK",886,0.726
"19","DIS",876,0.721
"20","AER",856,0.727
"21","THS",840,0.725
"22","AKH",827,0.725
"23","GPT",781,0.723
"24","ICE",750,0.722
"25","SOI",717,0.726
"26","RAV",683,0.726
"27","LRW",619,0.732
"28","M14",555,0.729
"29","DOM",522,0.731
"30","XLN",502,0.717
"31","STX",475,0.734
"32","KTK",466,0.727
"33","ORI",460,0.731
"34","MOR",451,0.718
"35","M19",449,0.737
"36","M10",440,0.721
"37","GRN",404,0.746
"38","HOU",403,0.732
"39","OGW",379,0.743
"40","EMN",301,0.718
"41","DGM",277,0.735
"42","GTC",275,0.717
"43","INV",271,0.73
"44","VIS",268,0.726
"45","M21",258,0.722
"46","USG",253,0.734
"47","ZEN",231,0.712
"48","MRD",226,0.729
"49","RIX",180,0.73
"50","RNA",127,0.725
"51","PLC",120,0.733
"52","DKA",120,0.709
"53","BNG",113,0.724
"54","JOU",111,0.719
"55","APC",102,0.7
"56","ISD",101,0.712
"57","TSP",97,0.748
"58","FRF",77,0.747
"59","M15",76,0.744
"60","CMD",71,0.69
"61","BFZ",67,0.683
"62","M13",51,0.732
"63","M11",26,0.722
"64","MBS",12,0.7
"65","M12",12,0.733
"66","PTK",6,0.727
"67","SCG",5,0.708
"68","TOR",5,0.75
"69","ATQ",4,0.714
"70","FUT",4,0.75
"71","PLS",3,0.571
"72","ALA",1,0.778
"73","STH",1,0.75
