"","CardNames","DeckCount","WinrateAverage"
"1","Boseiju, Who Endures",203,72.9
"2","Island",154,72.2
"3","Otawara, Soaring City",151,72.6
"4","Sokenzan, Crucible of Defiance",138,71.3
"5","Plains",130,71.2
"6","Mountain",124,71.5
"7","Fable of the Mirror-Breaker",124,71.5
"8","Swamp",118,72.6
"9","Eiganjo, Seat of the Empire",116,71.6
"10","Den of the Bugbear",111,71.5
"11","Nykthos, Shrine to Nyx",107,73
"12","Fatal Push",107,72.7
"13","Elvish Mystic",99,71.5
"14","Llanowar Elves",99,71.5
"15","Hive of the Eye Tyrant",97,72.3
"16","Lair of the Hydra",96,71.3
"17","Bonecrusher Giant",92,71.4
"18","Forest",91,71.6
"19","Urborg, Tomb of Yawgmoth",89,72.3
"20","Blood Crypt",86,72.2
"21","Takenuma, Abandoned Mire",85,73.7
"22","Thoughtseize",85,72.9
"23","Mutavault",85,70
"24","Blightstep Pathway",84,72
"25","Hall of Storm Giants",82,71.3
"26","Sheoldred, the Apocalypse",81,71.8
"27","Bloodtithe Harvester",81,72
"28","Skyclave Apparition",79,71.5
"29","Sulfurous Springs",75,71.7
"30","Haunted Ridge",72,71.7
"31","Castle Locthwain",69,71.9
"32","Graveyard Trespasser",67,72.2
"33","Wolfwillow Haven",66,72.6
"34","Breeding Pool",65,73
"35","Field of Ruin",65,71.9
"36","Hallowed Fountain",65,69.8
"37","Power Word Kill",64,73.2
"38","Temple Garden",64,72.9
"39","Lovestruck Beast",62,71.1
"40","Branchloft Pathway",62,72.8
"41","Karn, the Great Creator",61,71.8
"42","Shark Typhoon",61,72
"43","Old-Growth Troll",60,71.8
"44","Oath of Nissa",60,71.8
"45","Collected Company",60,72.8
"46","Kiora, Behemoth Beckoner",59,72.1
"47","Cavalier of Thorns",59,72.1
"48","Storm the Festival",59,72.1
"49","Impulse",59,74.6
"50","Skysovereign, Consul Flagship",58,71.2
