"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1568,0.723
"2","Johannes Voss",1062,0.716
"3","Jonas De Ro",947,0.718
"4","Christopher Rush",872,0.713
"5","Eric Deschamps",765,0.722
"6","Jesper Myrfors",725,0.712
"7","Wesley Burt",704,0.722
"8","Lucas Graciano",616,0.72
"9","Jung Park",570,0.726
"10","John Avon",567,0.733
"11","Adam Paquette",564,0.723
"12","Magali Villeneuve",558,0.728
"13","Chris Rahn",529,0.719
"14","Anson Maddocks",520,0.711
"15","Joseph Meehan",481,0.714
"16","Aleksi Briclot",480,0.733
"17","Victor Adame Minguez",470,0.726
"18","John Stanko",451,0.722
"19","Titus Lunter",445,0.719
"20","Chris Rallis",438,0.718
"21","Igor Kieryluk",437,0.721
"22","Daarken",428,0.731
"23","Svetlin Velinov",408,0.728
"24","Jason Rainville",398,0.728
"25","Izzy",395,0.714
"26","Chris Ostrowski",385,0.726
"27","Dan Frazier",380,0.726
"28","Pete Venters",377,0.729
"29","Ekaterina Burmak",355,0.726
"30","Franz Vohwinkel",355,0.717
"31","Ravenna Tran",336,0.72
"32","Jaime Jones",333,0.73
"33","Kieran Yanner",328,0.712
"34","Volkan Baǵa",326,0.712
"35","Sam Burley",319,0.723
"36","Mark Poole",314,0.722
"37","Zezhou Chen",309,0.729
"38","Lucas Staniec",308,0.721
"39","Jesper Ejsing",289,0.728
"40","Irina Nordsol",284,0.718
"41","Tomasz Jedruszek",277,0.721
"42","Fred Fields",265,0.7
"43","Noah Bradley",261,0.741
"44","Dimitar Marinski",258,0.725
"45","Donato Giancola",256,0.711
"46","Dan Scott",255,0.719
"47","Manuel Castañón",255,0.687
"48","Jakub Kasper",253,0.729
"49","Wisnu Tan",253,0.72
"50","Chris Seaman",249,0.718
"51","Douglas Shuler",242,0.715
"52","Steve Prescott",239,0.709
"53","Jehan Choo",236,0.721
"54","Yigit Koroglu",236,0.721
"55","Bryan Talbot",235,0.746
"56","Alayna Danner",234,0.728
"57","Bryan Sola",232,0.691
"58","Anna Steinbauer",228,0.73
"59","Matt Stewart",226,0.723
"60","Filip Burburan",223,0.728
"61","Raoul Vitale",214,0.723
"62","Christine Choi",209,0.735
"63","Caio Monteiro",209,0.722
"64","Scott M. Fischer",192,0.745
"65","Ryan Pancoast",192,0.715
"66","Campbell White",191,0.733
"67","Josu Hernaiz",190,0.744
"68","Kev Walker",190,0.714
"69","Wylie Beckert",187,0.727
"70","Wayne Reynolds",184,0.724
"71","Zack Stella",182,0.736
"72","Nicholas Elias",181,0.735
"73","Lawrence Snelly",172,0.726
"74","Yeong-Hao Han",168,0.701
"75","Tommy Arnold",162,0.701
"76","Dmitry Burmak",159,0.739
"77","Bryon Wackwitz",153,0.728
"78","Cristi Balanescu",150,0.719
"79","Lius Lasahido",142,0.745
"80","Milivoj Ćeran",140,0.735
"81","Julian Kok Joon Wen",136,0.716
"82","Steven Belledin",135,0.702
"83","Andreas Rocha",134,0.693
"84","Steve Argyle",128,0.758
"85","Phil Foglio",127,0.717
"86","Andrew Goldhawk",127,0.698
"87","Dave Kendall",124,0.752
"88","Nicola Leonard",119,0.689
"89","Johan Grenier",115,0.691
"90","Vincent Proce",111,0.709
"91","Nils Hamm",110,0.698
"92","Karl Kopinski",110,0.705
"93","Slawomir Maniak",109,0.729
"94","Jason Chan",108,0.741
"95","Alexander Forssberg",108,0.723
"96","Inka Schulz",105,0.715
"97","Lake Hurwitz",104,0.71
"98","Iain McCaig",104,0.723
"99","Tyler Walpole",102,0.723
"100","Aaron Miller",102,0.716
"101","Caroline Gariba",100,0.702
"102","Jana Schirmer & Johannes Voss",95,0.688
"103","Cynthia Sheppard",92,0.739
"104","Mads Ahm",92,0.691
"105","Vance Kovacs",90,0.728
"106","Goran Josic",88,0.694
"107","Sarah Finnigan",87,0.725
"108","Austin Hsu",87,0.718
"109","Liiga Smilshkalne",87,0.665
"110","Seb McKinnon",86,0.708
"111","Randy Vargas",84,0.721
"112","John Howe",84,0.744
"113","Viktor Titov",82,0.714
"114","Mila Pesic",80,0.742
"115","Howard Lyon",77,0.729
"116","Robbie Trevino",76,0.7
"117","Raymond Swanland",75,0.724
"118","Cliff Childs",72,0.724
"119","Kasia 'Kafis' Zielińska",72,0.734
"120","Leon Tukker",69,0.711
"121","Piotr Dura",67,0.716
"122","Nicholas Gregory",63,0.737
"123","Jeremy Jarvis",61,0.76
"124","Stanton Feng",60,0.713
"125","PINDURSKI",60,0.713
"126","Daniel Ljunggren",59,0.717
"127","Mike Raabe",58,0.692
"128","Brian Valeza",58,0.698
"129","Dominik Mayer",57,0.705
"130","Deruchenko Alexander",56,0.724
"131","Anato Finnstark",56,0.716
"132","Olivier Bernard",54,0.742
"133","James Ryman",53,0.723
"134","Jake Murray",52,0.701
"135","Ralph Horsley",52,0.701
"136","Chase Stone",50,0.702
"137","Johann Bodin",48,0.742
"138","Lie Setiawan",47,0.69
"139","Yongjae Choi",46,0.696
"140","Clint Cearley",45,0.743
"141","Mike Bierek",45,0.746
"142","Gaboleps",44,0.75
"143","Miranda Meeks",44,0.677
"144","Florian de Gesincourt",43,0.726
"145","Zoltan Boros",38,0.712
"146","Josh Hass",37,0.736
"147","Zara Alfonso",37,0.705
"148","G-host Lee",32,0.72
"149","Ryan Yee",29,0.754
"150","Mathias Kollros",28,0.742
"151","Richard Wright",24,0.734
"152","Winona Nelson",24,0.75
"153","Grzegorz Rutkowski",23,0.771
"154","Lindsey Look",23,0.689
"155","Jonathan Kuo",22,0.782
"156","Anastasia Ovchinnikova",22,0.754
"157","Chris Cold",22,0.765
"158","Jokubas Uogintas",22,0.716
"159","Mark Behm",22,0.742
"160","Tyler Jacobson",21,0.705
"161","Heather Hudson",20,0.788
"162","Alexander Mokhov",20,0.788
"163","Cyril Van Der Haegen",20,0.808
"164","Craig J Spearing",20,0.722
"165","Marta Nael",19,0.701
"166","Joe Slucher",19,0.694
"167","Todd Lockwood",17,0.736
"168","Brad Rigney",16,0.756
"169","Darrell Riche",16,0.793
"170","Mark Winters",16,0.793
"171","Willian Murai",16,0.656
"172","Rovina Cai",16,0.71
"173","Livia Prima",15,0.701
"174","Kekai Kotaki",15,0.707
"175","Jason A. Engle",15,0.769
"176","Justine Cruz",14,0.721
"177","David Rapoza",13,0.681
"178","Martina Fackova",12,0.739
"179","Bud Cook",12,0.738
"180","Joshua Raphael",12,0.75
"181","Sam White",12,0.673
"182","Heonhwa Choe",12,0.743
"183","John Thacker",12,0.727
"184","Alix Branwyn",11,0.76
"185","Sam Guay",10,0.8
"186","Tia Masic",9,0.684
"187","D. Alexander Gregory",8,0.793
"188","Alex Konstad",8,0.75
"189","Simon Dominic",8,0.682
"190","Andrey Kuzinskiy",8,0.7
"191","Colin Boyer",7,0.76
"192","Uriah Voth",7,0.652
"193","Kamila Szutenberg",6,0.636
"194","Muhammad Firdaus",6,0.636
"195","Darek Zabrocki",5,0.765
"196","Allen Williams",5,0.76
"197","Viko Menezes",5,0.727
"198","Naomi Baker",5,0.833
"199","NéNé Thomas",5,0.636
"200","Zhang Jiazhen",5,0.636
"201","Eytan Zana",4,0.769
"202","Rudy Siswanto",4,0.667
"203","Doug Chaffee",4,0.714
"204","April Prime",4,0.714
"205","Bruno Biazotto",4,0.714
"206","Christian Dimitrov",4,0.75
"207","John Matson",4,0.75
"208","Billy Christian",4,0.75
"209","Nestor Ossandon Leal",4,0.75
"210","Jim Nelson",4,0.75
"211","A. M. Sartor",4,0.571
"212","Karla Ortiz",3,0.727
"213","Anna Podedworna",3,0.727
"214","Ilse Gort",3,0.619
"215","Yohann Schepacz",3,0.611
"216","Greg Hildebrandt & Tim Hildebrandt",3,0.714
"217","Diego Gisbert",3,0.75
"218","Suzanne Helmigh",3,0.75
"219","James Paick",2,0.818
"220","Mark Romanoski",2,0.714
"221","Mark Zug",2,0.714
"222","David Gaillet",2,0.75
"223","Sidharth Chaturvedi",2,0.571
"224","Chippy",1,0.714
"225","Matt Cavotta",1,0.714
"226","Lars Grant-West",1,0.714
"227","Ryan Alexander Lee",1,0.75
"228","Sung Choi",1,0.571
