"","SetCode","NoCopies","Winrate"
"1","MH2",467,0.646
"2","LEA",419,0.65
"3","ICE",298,0.635
"4","TMP",247,0.622
"5","ZEN",226,0.64
"6","ONS",193,0.633
"7","MH1",178,0.639
"8","LRW",168,0.632
"9","ALL",155,0.636
"10","USG",121,0.606
"11","MRD",115,0.631
"12","NEM",97,0.638
"13","ULG",87,0.62
"14","LEB",84,0.651
"15","ELD",79,0.671
"16","NPH",74,0.615
"17","FUT",73,0.602
"18","STX",67,0.656
"19","LEG",66,0.633
"20","M20",63,0.659
"21","EXO",58,0.624
"22","SOM",53,0.647
"23","CSP",53,0.612
"24","PLC",47,0.706
"25","THB",47,0.632
"26","WWK",47,0.631
"27","WAR",47,0.61
"28","AVR",46,0.617
"29","GPT",43,0.618
"30","OGW",41,0.635
"31","DRK",39,0.667
"32","ZNR",39,0.592
"33","ALA",38,0.667
"34","ROE",38,0.606
"35","MBS",35,0.623
"36","ISD",34,0.646
"37","M11",34,0.569
"38","RAV",32,0.602
"39","DST",31,0.649
"40","SOK",31,0.616
"41","MIR",30,0.649
"42","TSP",30,0.667
"43","GTC",29,0.607
"44","STH",29,0.631
"45","WTH",29,0.632
"46","HOU",27,0.62
"47","AER",26,0.63
"48","DKA",26,0.602
"49","AFR",25,0.683
"50","RTR",23,0.636
"51","SCG",22,0.672
"52","5DN",22,0.595
"53","CHK",21,0.611
"54","GRN",19,0.646
"55","JUD",18,0.63
"56","M15",16,0.675
"57","PLS",16,0.661
"58","CMD",16,0.583
"59","VIS",15,0.595
"60","MMQ",14,0.579
"61","M19",14,0.592
"62","MID",13,0.571
"63","C18",12,0.667
"64","C20",12,0.727
"65","PC2",12,0.65
"66","CON",12,0.622
"67","JMP",12,0.611
"68","MOR",11,0.583
"69","ODY",11,0.625
"70","C13",11,0.641
"71","SHM",10,0.6
"72","IKO",9,0.596
"73","CN2",9,0.5
"74","CMR",9,0.595
"75","POR",8,0.611
"76","APC",7,0.714
"77","KLD",7,0.64
"78","M13",7,0.556
"79","BFZ",6,0.654
"80","DIS",5,0.548
"81","TOR",5,0.692
"82","ARB",4,0.875
"83","AKH",4,0.64
"84","FRF",4,0.583
"85","PTK",4,0.667
"86","HML",4,0.5
"87","FEM",4,0.5
"88","KHM",4,0.5
"89","BBD",3,0.611
"90","M10",3,0.5
"91","EMN",3,0.5
"92","CNS",2,0.714
"93","ORI",2,0.714
"94","DOM",2,0.538
"95","M12",1,0.5
