"","CardNames","DeckCount","Winrate95Min"
"1","Tropical Island",10,59.4
"2","Scalding Tarn",30,59.2
"3","Bonecrusher Giant",4,57.7
"4","Tundra",19,57.6
"5","Volcanic Island",27,57.6
"6","Ponder",34,57.2
"7","Brainstorm",34,57.2
"8","Mountain",8,57.1
"9","Misty Rainforest",35,56.9
"10","Expressive Iteration",19,56.6
"11","Flooded Strand",31,56.5
"12","Force of Will",36,56.5
"13","Simian Spirit Guide",8,56.4
"14","Polluted Delta",25,55.9
"15","Uro, Titan of Nature's Wrath",9,55.7
"16","Wasteland",27,55.6
"17","Prismatic Ending",16,55.2
"18","Murktide Regent",17,55.2
"19","Ragavan, Nimble Pilferer",17,55.2
"20","Jace, the Mind Sculptor",7,55.1
"21","Karakas",24,55
"22","Daze",23,54.9
"23","Swords to Plowshares",15,54.8
"24","Taiga",9,54.7
"25","Brazen Borrower",3,54.6
"26","Wooded Foothills",15,54.6
"27","Force of Negation",16,54.6
"28","Tendrils of Agony",2,54.4
"29","Retrofitter Foundry",10,54
"30","Chrome Mox",6,53.9
"31","Sylvan Library",8,53.7
"32","Lightning Bolt",12,53.5
"33","City of Traitors",14,53.5
"34","Endurance",11,53.4
"35","Urza's Saga",19,53.1
"36","Verdant Catacombs",7,52.9
"37","Lotus Petal",18,52.7
"38","Ancient Tomb",18,52.6
"39","Dragon's Rage Channeler",14,52.5
"40","Elvish Reclaimer",8,52.1
"41","Snow-Covered Forest",7,52
"42","Ad Nauseam",1,51.8
"43","Veil of Summer",1,51.8
"44","Wishclaw Talisman",1,51.8
"45","Blood Moon",4,51.3
"46","Savannah",10,51.1
"47","Lion's Eye Diamond",11,51.1
"48","Dark Ritual",6,50.9
"49","Echo of Eons",5,50.7
"50","Mox Opal",7,50.7
