"","Artist","NoCopies","Winrate"
"1","Rob Alexander",5520,0.711
"2","Christopher Rush",2612,0.711
"3","Mark Poole",1850,0.715
"4","Anastasia Ovchinnikova",1585,0.716
"5","Eric Deschamps",1427,0.709
"6","Chippy",1408,0.716
"7","Philip Straub",1284,0.717
"8","John Stanko",1260,0.709
"9","Simon Dominic",1075,0.712
"10","Adam Paquette",1061,0.72
"11","Martina Fackova",1051,0.714
"12","Svetlin Velinov",977,0.713
"13","Shelly Wan",966,0.716
"14","Titus Lunter",964,0.711
"15","Ron Spears",952,0.713
"16","Mark Zug",948,0.701
"17","Cyril Van Der Haegen",910,0.708
"18","Yeong-Hao Han",893,0.71
"19","Jason Chan",875,0.708
"20","Izzy",860,0.716
"21","Jesper Myrfors",847,0.706
"22","Alayna Danner",826,0.709
"23","Kari Christensen",819,0.71
"24","Tomasz Jedruszek",798,0.709
"25","Paul Scott Canavan",782,0.719
"26","Aleksi Briclot",782,0.703
"27","Chris Rallis",725,0.715
"28","Jonas De Ro",710,0.714
"29","Ryan Pancoast",704,0.71
"30","Ekaterina Burmak",697,0.718
"31","Jung Park",693,0.716
"32","Raymond Swanland",668,0.702
"33","Howard Lyon",639,0.707
"34","Seb McKinnon",638,0.703
"35","Franz Vohwinkel",636,0.702
"36","Cliff Childs",631,0.711
"37","Randy Vargas",624,0.716
"38","Pete Venters",604,0.708
"39","Mike Bierek",596,0.706
"40","Chase Stone",589,0.709
"41","Douglas Shuler",584,0.708
"42","Vance Kovacs",580,0.718
"43","Mark Tedin",574,0.701
"44","Lucas Graciano",569,0.715
"45","Terese Nielsen",564,0.708
"46","Tom Wänerstrand",545,0.715
"47","Dave Kendall",536,0.705
"48","John Avon",529,0.707
"49","Dmitry Burmak",524,0.71
"50","Michael C. Hayes",522,0.701
"51","Daarken",517,0.697
"52","Anthony S. Waters",514,0.706
"53","Richard Whitters",511,0.728
"54","Raoul Vitale",489,0.713
"55","Amy Weber",475,0.714
"56","Christine Choi",475,0.72
"57","Todd Lockwood",469,0.706
"58","Vincent Proce",466,0.697
"59","David Rapoza",437,0.718
"60","James Paick",435,0.697
"61","Sam Burley",424,0.712
"62","Steve Argyle",408,0.7
"63","Johannes Voss",404,0.709
"64","Chris Rahn",399,0.712
"65","David Martin",397,0.717
"66","Kev Walker",378,0.694
"67","Ben Thompson",376,0.721
"68","Jason Felix",372,0.716
"69","Jason Rainville",363,0.718
"70","Greg Hildebrandt",351,0.694
"71","Matt Stewart",347,0.693
"72","Warren Mahy",345,0.699
"73","Erica Yang",345,0.712
"74","Greg Staples",343,0.703
"75","Evan Shipard",342,0.705
"76","Christopher Moeller",342,0.715
"77","Anson Maddocks",338,0.705
"78","Volkan Baǵa",331,0.711
"79","Nicholas Gregory",312,0.698
"80","Slawomir Maniak",312,0.708
"81","Dan Scott",305,0.723
"82","Richard Wright",289,0.716
"83","Lake Hurwitz",282,0.704
"84","Victor Adame Minguez",279,0.721
"85","Kieran Yanner",270,0.695
"86","Michael Komarck",265,0.695
"87","Craig J Spearing",263,0.713
"88","Bastien L. Deharme",261,0.706
"89","Dan Frazier",260,0.7
"90","Martina Pilcerova",258,0.722
"91","Justin Murray",239,0.703
"92","Jean-Sébastien Rossbach",237,0.702
"93","Heather Hudson",229,0.714
"94","Daniel Ljunggren",227,0.7
"95","Sidharth Chaturvedi",226,0.706
"96","Michael Sutfin",223,0.687
"97","Wayne England",218,0.706
"98","Wisnu Tan",208,0.694
"99","Adam Rex",206,0.708
"100","rk post",190,0.699
"101","Cynthia Sheppard",188,0.703
"102","Jim Nelson",187,0.702
"103","Lius Lasahido",187,0.716
"104","Winona Nelson",182,0.695
"105","Zoltan Boros",181,0.677
"106","Steven Belledin",180,0.694
"107","Dimitar Marinski",172,0.693
"108","Noah Bradley",169,0.71
"109","Alexander Forssberg",168,0.717
"110","DiTerlizzi",167,0.712
"111","Deruchenko Alexander",162,0.713
"112","Johan Grenier",160,0.713
"113","Darrell Riche",160,0.711
"114","Nicholas Elias",155,0.716
"115","Tomas Giorello",147,0.726
"116","Jeff Miracola",147,0.725
"117","Johann Bodin",147,0.696
"118","Caio Monteiro",144,0.722
"119","Scott Murphy",141,0.708
"120","Jesper Ejsing",138,0.688
"121","Campbell White",137,0.684
"122","Heonhwa Choe",134,0.688
"123","Yongjae Choi",133,0.713
"124","Scott M. Fischer",130,0.69
"125","Fred Fields",127,0.71
"126","Alex Horley-Orlandelli",125,0.69
"127","Charles Urbach",124,0.693
"128","Nils Hamm",121,0.698
"129","Donato Giancola",121,0.662
"130","Luca Zontini",119,0.676
"131","Mark Winters",116,0.738
"132","Steve Prescott",116,0.703
"133","Joe Slucher",111,0.711
"134","Zoltan Boros & Gabor Szikszai",98,0.693
"135","Richard Kane Ferguson",88,0.67
"136","John Matson",87,0.725
"137","Magali Villeneuve",87,0.705
"138","Grzegorz Rutkowski",86,0.711
"139","Livia Prima",85,0.706
"140","Lars Grant-West",85,0.698
"141","David Palumbo",84,0.719
"142","Eric Fortune",83,0.72
"143","Drew Tucker",81,0.713
"144","Chris Ostrowski",79,0.691
"145","Igor Kieryluk",79,0.707
"146","Iain McCaig",76,0.702
"147","Rebecca Guay",73,0.68
"148","Ilse Gort",72,0.721
"149","Mark A. Nelson",71,0.737
"150","Filip Burburan",68,0.683
