"","CardNames","DeckCount","Winrate95Min"
"1","Steam Vents",425,70.6
"2","Force of Negation",171,70.3
"3","Spirebluff Canal",221,70.3
"4","Scalding Tarn",451,70.2
"5","Island",425,70.1
"6","Violent Outburst",128,70
"7","Flooded Strand",289,70
"8","Shardless Agent",129,69.9
"9","Misty Rainforest",339,69.9
"10","Mishra's Bauble",328,69.9
"11","Crashing Footfalls",63,69.8
"12","Gemstone Caverns",70,69.6
"13","Fire // Ice",101,69.6
"14","Breeding Pool",216,69.6
"15","Forest",313,69.6
"16","Serum Visions",116,69.5
"17","Brazen Borrower",146,69.5
"18","Prismatic Ending",199,69.4
"19","Dragon's Rage Channeler",263,69.4
"20","Ketria Triome",124,69.3
"21","Unholy Heat",234,69.3
"22","Lightning Bolt",393,69.3
"23","Fiery Islet",153,69.2
"24","Raugrin Triome",156,69.2
"25","Urza's Saga",238,69.2
"26","Ragavan, Nimble Pilferer",266,69.2
"27","Thought Scour",110,69.1
"28","Expressive Iteration",179,69.1
"29","Counterspell",181,69.1
"30","Stomping Ground",269,69.1
"31","Mountain",299,69.1
"32","Teferi, Time Raveler",171,68.9
"33","Spell Pierce",56,68.8
"34","Polluted Delta",195,68.8
"35","Wooded Foothills",294,68.8
"36","Dead // Gone",50,68.7
"37","Murktide Regent",123,68.7
"38","Snapcaster Mage",115,68.7
"39","Chalice of the Void",64,68.6
"40","Street Wraith",85,68.6
"41","Prismari Command",88,68.6
"42","Archmage's Charm",141,68.6
"43","Shadowspear",183,68.6
"44","Silent Clearing",123,68.5
"45","Ornithopter",119,68.5
"46","Memnite",118,68.4
"47","Puresteel Paladin",118,68.4
"48","Colossus Hammer",118,68.4
"49","Sigarda's Aid",118,68.4
"50","Hallowed Fountain",146,68.4
