"","CardNames","DeckCount","Winrate95Min"
"1","Blood Moon",161,70.3
"2","Mystical Dispute",314,70.1
"3","Abrade",107,69.8
"4","Force of Vigor",234,69.7
"5","Engineered Explosives",364,69.7
"6","Endurance",190,69.6
"7","Spell Pierce",77,69.3
"8","Aether Gust",142,69.2
"9","Flusterstorm",166,69.2
"10","Pithing Needle",196,69
"11","Lurrus of the Dream-Den",303,69
"12","Foundation Breaker",119,68.9
"13","Chalice of the Void",248,68.9
"14","Soul-Guide Lantern",154,68.8
"15","Subtlety",92,68.7
"16","Seal of Cleansing",99,68.7
"17","Tormod's Crypt",119,68.7
"18","Spreading Seas",28,68.6
"19","Hurkyl's Recall",33,68.6
"20","Void Mirror",165,68.5
"21","Alpine Moon",220,68.5
"22","Torpor Orb",85,68.2
"23","Faerie Macabre",31,68.1
"24","Kozilek's Return",79,68.1
"25","Force of Negation",129,68
"26","Path to Exile",174,68
"27","Teferi, Time Raveler",41,67.7
"28","Veil of Summer",135,67.7
"29","Prismatic Ending",148,67.7
"30","Sanctifier en-Vec",169,67.7
"31","Threads of Disloyalty",13,67.6
"32","Jace, the Mind Sculptor",29,67.6
"33","Nihil Spellbomb",87,67.6
"34","Relic of Progenitus",98,67.6
"35","Celestial Purge",47,67.5
"36","Kaheera, the Orphanguard",52,67.4
"37","Wear // Tear",98,67.4
"38","Thoughtseize",96,67.2
"39","Seasoned Pyromancer",10,67.1
"40","Ethersworn Canonist",2,66.9
"41","Fragmentize",27,66.8
"42","Anger of the Gods",42,66.8
"43","Brazen Borrower",55,66.7
"44","Emrakul, the Aeons Torn",66,66.7
"45","Shattering Spree",81,66.7
"46","Rest in Peace",95,66.6
"47","Terminate",51,66.5
"48","Dovin's Veto",56,66.4
"49","Wurmcoil Engine",22,66.2
"50","Fury",34,65.9
