"","SetCode","NoCopies","Winrate"
"1","MH2",4170,0.716
"2","MH1",1718,0.726
"3","ZEN",1600,0.716
"4","LEA",1538,0.715
"5","ONS",1205,0.719
"6","NEO",830,0.72
"7","ELD",659,0.721
"8","WAR",596,0.724
"9","GPT",550,0.724
"10","RAV",528,0.725
"11","KLD",493,0.719
"12","DIS",492,0.725
"13","WWK",459,0.715
"14","M20",433,0.725
"15","FUT",432,0.722
"16","ARB",425,0.72
"17","ZNR",414,0.719
"18","ICE",412,0.73
"19","MRD",377,0.711
"20","AVR",373,0.735
"21","STX",368,0.717
"22","SOM",357,0.699
"23","LRW",317,0.704
"24","5DN",295,0.723
"25","MID",294,0.719
"26","TSP",284,0.725
"27","EMN",281,0.734
"28","CSP",265,0.706
"29","PLS",262,0.732
"30","ATQ",259,0.727
"31","THB",254,0.703
"32","IKO",252,0.726
"33","DKA",236,0.721
"34","NPH",224,0.703
"35","ALA",204,0.713
"36","M11",193,0.717
"37","CMD",176,0.708
"38","AER",175,0.697
"39","PC2",172,0.733
"40","AFR",164,0.7
"41","AKH",162,0.712
"42","ROE",158,0.684
"43","M21",155,0.72
"44","OGW",145,0.73
"45","DST",140,0.705
"46","CHK",135,0.724
"47","SHM",135,0.722
"48","KTK",133,0.684
"49","HOU",126,0.728
"50","RTR",117,0.716
"51","PLC",109,0.717
"52","RNA",106,0.718
"53","ISD",101,0.713
"54","DRK",101,0.71
"55","APC",100,0.738
"56","MBS",99,0.718
"57","MIR",98,0.712
"58","CON",97,0.717
"59","GTC",86,0.699
"60","DOM",85,0.7
"61","SOK",84,0.705
"62","JOU",67,0.722
"63","GRN",61,0.724
"64","EVE",54,0.714
"65","M19",53,0.702
"66","ULG",50,0.736
"67","SOI",49,0.699
"68","INV",48,0.747
"69","STH",45,0.742
"70","VOW",35,0.754
"71","XLN",34,0.739
"72","BFZ",33,0.717
"73","DGM",28,0.713
"74","ORI",24,0.667
"75","C14",23,0.742
"76","DTK",19,0.703
"77","WTH",18,0.738
"78","MOR",18,0.662
"79","TOR",16,0.654
"80","M10",15,0.754
"81","FRF",15,0.716
"82","M13",13,0.731
"83","JUD",13,0.667
"84","ARN",12,0.733
"85","M15",11,0.743
"86","TMP",11,0.703
"87","M12",10,0.682
"88","PTK",7,0.667
"89","THS",7,0.727
"90","KHM",6,0.76
"91","RIX",5,0.636
"92","LEG",4,0.655
"93","P02",4,0.75
"94","VIS",4,0.75
