"","CardNames","DeckCount","Winrate95Min"
"1","Misty Rainforest",183,70.4
"2","Windswept Heath",83,70.1
"3","Breeding Pool",108,70
"4","Boseiju, Who Endures",152,70
"5","Solitude",69,69.8
"6","Endurance",94,69.8
"7","Steam Vents",173,69.7
"8","Ice-Fang Coatl",45,69.6
"9","Stomping Ground",110,69.6
"10","Raugrin Triome",64,69.5
"11","Snow-Covered Forest",53,69.4
"12","Abundant Growth",55,69.4
"13","Eladamri's Call",52,69.3
"14","Prismatic Ending",75,69.3
"15","Wooded Foothills",113,69.3
"16","Flooded Strand",136,69.3
"17","Temple Garden",71,69.2
"18","Teferi, Time Raveler",83,69.2
"19","Omnath, Locus of Creation",62,69.1
"20","Sacred Foundry",78,69.1
"21","Hallowed Fountain",101,69.1
"22","Snow-Covered Plains",58,69
"23","Fury",80,69
"24","Snow-Covered Island",86,68.9
"25","Island",102,68.9
"26","Otawara, Soaring City",137,68.9
"27","Ephemerate",44,68.7
"28","Unholy Heat",102,68.7
"29","Ketria Triome",67,68.6
"30","Wrenn and Six",71,68.6
"31","Scalding Tarn",132,68.5
"32","Cavern of Souls",48,68.4
"33","Eternal Witness",15,68.2
"34","Forest",102,68.2
"35","Lightning Bolt",130,68.2
"36","Force of Negation",41,68.1
"37","Shardless Agent",43,67.9
"38","Violent Outburst",43,67.9
"39","Counterspell",80,67.9
"40","Expressive Iteration",84,67.8
"41","Spirebluff Canal",76,67.7
"42","Subtlety",28,67.6
"43","Oath of Nissa",26,67.3
"44","Magus of the Moon",19,67.2
"45","Fire // Ice",30,67.2
"46","Urza's Saga",70,67.1
"47","March of Otherworldly Light",28,67
"48","Risen Reef",30,67
"49","Brazen Borrower",45,67
"50","Ragavan, Nimble Pilferer",89,67
