"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown - Sultai Control - Temur Stompy,WUBR Control - WUBG Control,Naya Stompy - Temur Stompy - WUBR Control,Unknown - Sultai Control - Temur Stompy,Unknown - Sultai Control - Temur Stompy
"Tiers 1.5",Dimir Rogue - Gruul Stompy - Naya Stompy - Izzet Control - Mono Green Stompy - Rakdos Control - Dimir Control,Naya Stompy - Mono White Control - Jeskai Control - Temur Stompy - Mono Green Stompy - Esper Control - Rakdos Control - Rakdos Midrange - Sultai Control,Sultai Control - Unknown - Mono Green Stompy - Gruul Stompy - Dimir Rogue - Rakdos Control - Esper Control - Rakdos Midrange - Dimir Control,Naya Stompy - Gruul Stompy - Dimir Rogue - Mono Green Stompy - Rakdos Control - Izzet Control - WUBR Control,Naya Stompy - Gruul Stompy - Dimir Rogue - Mono Green Stompy - Rakdos Control - Izzet Control - WUBR Control
"Tiers 2",Esper Control - Rakdos Midrange - WUBR Control - Jund Stompy - Orzhov Control - Mono Green Midrange - Jeskai Control,Gruul Stompy - Dimir Rogue - Azorius Control - Dimir Control - Unknown - Mono Green Midrange,Izzet Control - Jeskai Control - Mono White Control - WUBG Control - Mono Green Midrange - Orzhov Control,Dimir Control - Esper Control - Rakdos Midrange - Jeskai Control - Mono White Control - Jund Stompy - Orzhov Control - Mono Green Midrange - WUBG Control,Dimir Control - Esper Control - Rakdos Midrange - Jeskai Control - Mono White Control - Jund Stompy - Orzhov Control - Mono Green Midrange - WUBG Control
"Tiers 2.5",Mono White Control - Mardu Control - WUBG Control - Azorius Control,Orzhov Control - Izzet Control - Jund Stompy - Mardu Control,Jund Stompy - Azorius Control - Mardu Control,Azorius Control - Mardu Control,Azorius Control - Mardu Control
