"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1620,0.735
"2","Johannes Voss",1050,0.722
"3","Jonas De Ro",934,0.72
"4","Christopher Rush",816,0.72
"5","Eric Deschamps",763,0.726
"6","Lucas Graciano",712,0.725
"7","Wesley Burt",680,0.735
"8","Jesper Myrfors",678,0.73
"9","Adam Paquette",606,0.736
"10","John Avon",558,0.736
"11","Joseph Meehan",544,0.722
"12","Victor Adame Minguez",542,0.729
"13","Magali Villeneuve",536,0.733
"14","Aleksi Briclot",527,0.731
"15","Jung Park",525,0.735
"16","Anson Maddocks",511,0.725
"17","Chris Rahn",508,0.723
"18","Daarken",447,0.733
"19","Chris Rallis",423,0.725
"20","John Stanko",415,0.726
"21","Svetlin Velinov",414,0.734
"22","Titus Lunter",410,0.724
"23","Izzy",402,0.723
"24","Ravenna Tran",382,0.723
"25","Igor Kieryluk",380,0.724
"26","Chris Ostrowski",369,0.735
"27","Pete Venters",368,0.731
"28","Jason Rainville",364,0.732
"29","Dan Frazier",353,0.723
"30","Ekaterina Burmak",338,0.73
"31","Kieran Yanner",324,0.725
"32","Sam Burley",313,0.725
"33","Lucas Staniec",311,0.728
"34","Jaime Jones",310,0.733
"35","Franz Vohwinkel",301,0.732
"36","Mark Poole",296,0.726
"37","Volkan Baǵa",279,0.724
"38","Steve Prescott",276,0.72
"39","Jesper Ejsing",275,0.749
"40","Zezhou Chen",275,0.735
"41","Dimitar Marinski",272,0.726
"42","Douglas Shuler",268,0.722
"43","Tomasz Jedruszek",262,0.736
"44","Filip Burburan",258,0.72
"45","Noah Bradley",256,0.744
"46","Fred Fields",253,0.712
"47","Manuel Castañón",252,0.704
"48","Irina Nordsol",249,0.724
"49","Dan Scott",244,0.723
"50","Chris Seaman",238,0.719
"51","Wisnu Tan",236,0.727
"52","Bryan Talbot",235,0.752
"53","Jakub Kasper",231,0.743
"54","Alayna Danner",227,0.734
"55","Raoul Vitale",218,0.742
"56","Caio Monteiro",216,0.733
"57","Jehan Choo",216,0.731
"58","Yigit Koroglu",216,0.731
"59","Bryan Sola",216,0.714
"60","Christine Choi",212,0.737
"61","Donato Giancola",212,0.725
"62","Campbell White",204,0.743
"63","Wayne Reynolds",197,0.73
"64","Lawrence Snelly",196,0.724
"65","Dave Kendall",194,0.756
"66","Scott M. Fischer",188,0.746
"67","Josu Hernaiz",185,0.746
"68","Matt Stewart",183,0.735
"69","Zack Stella",182,0.733
"70","Kev Walker",177,0.716
"71","Anna Steinbauer",177,0.735
"72","Ryan Pancoast",177,0.733
"73","Tommy Arnold",154,0.722
"74","Dmitry Burmak",152,0.757
"75","Steve Argyle",150,0.769
"76","Steven Belledin",149,0.725
"77","Yeong-Hao Han",148,0.715
"78","Cristi Balanescu",144,0.741
"79","Vincent Proce",141,0.722
"80","Lius Lasahido",140,0.742
"81","Nicholas Elias",136,0.739
"82","Andreas Rocha",135,0.709
"83","Milivoj Ćeran",130,0.746
"84","Nicola Leonard",130,0.709
"85","Andrew Goldhawk",120,0.723
"86","Slawomir Maniak",117,0.737
"87","Julian Kok Joon Wen",116,0.731
"88","Jason Chan",113,0.752
"89","Johan Grenier",112,0.714
"90","Bryon Wackwitz",111,0.746
"91","Inka Schulz",111,0.729
"92","Phil Foglio",111,0.711
"93","Caroline Gariba",110,0.727
"94","Nils Hamm",106,0.721
"95","Lake Hurwitz",104,0.723
"96","Aaron Miller",104,0.739
"97","Randy Vargas",102,0.741
"98","Karl Kopinski",102,0.715
"99","Alexander Forssberg",100,0.724
"100","Iain McCaig",99,0.723
"101","Liiga Smilshkalne",99,0.692
"102","Tyler Walpole",94,0.724
"103","Viktor Titov",94,0.727
"104","Cynthia Sheppard",93,0.731
"105","Sarah Finnigan",91,0.725
"106","Jana Schirmer & Johannes Voss",88,0.703
"107","Mads Ahm",88,0.701
"108","Austin Hsu",87,0.731
"109","Vance Kovacs",85,0.72
"110","John Howe",84,0.72
"111","Mila Pesic",83,0.729
"112","Seb McKinnon",81,0.735
"113","Goran Josic",80,0.701
"114","Chase Stone",78,0.725
"115","Piotr Dura",78,0.752
"116","Cliff Childs",73,0.733
"117","Raymond Swanland",69,0.731
"118","Brian Valeza",69,0.694
"119","Leon Tukker",68,0.728
"120","Kasia 'Kafis' Zielińska",67,0.749
"121","Nicholas Gregory",67,0.743
"122","Jeremy Jarvis",65,0.744
"123","Stanton Feng",64,0.74
"124","Robbie Trevino",64,0.71
"125","Howard Lyon",64,0.713
"126","Dominik Mayer",62,0.722
"127","Lie Setiawan",61,0.72
"128","PINDURSKI",60,0.753
"129","Deruchenko Alexander",60,0.744
"130","Johann Bodin",58,0.734
"131","Zoltan Boros & Gabor Szikszai",57,0.753
"132","Mike Bierek",57,0.759
"133","Ralph Horsley",56,0.753
"134","Daniel Ljunggren",55,0.725
"135","Yongjae Choi",55,0.721
"136","Jake Murray",52,0.747
"137","Florian de Gesincourt",51,0.746
"138","James Ryman",51,0.722
"139","Gaboleps",48,0.778
"140","Anato Finnstark",48,0.72
"141","Miranda Meeks",46,0.746
"142","Olivier Bernard",43,0.728
"143","Zoltan Boros",41,0.738
"144","Mike Raabe",40,0.705
"145","Ryan Yee",39,0.727
"146","Clint Cearley",39,0.721
"147","Mathias Kollros",35,0.714
"148","G-host Lee",34,0.76
"149","Jonathan Kuo",34,0.756
"150","Richard Wright",32,0.734
"151","Grzegorz Rutkowski",32,0.807
"152","Jokubas Uogintas",32,0.737
"153","Zara Alfonso",32,0.702
"154","James Paick",30,0.758
"155","Chris Cold",30,0.743
"156","Winona Nelson",29,0.788
"157","Cyril Van Der Haegen",28,0.789
"158","Mark Behm",27,0.739
"159","Anastasia Ovchinnikova",26,0.768
"160","Martina Fackova",25,0.737
"161","Josh Hass",25,0.703
"162","Darrell Riche",24,0.775
"163","Craig J Spearing",24,0.759
"164","Marta Nael",23,0.76
"165","Lindsey Look",23,0.689
"166","Brad Rigney",22,0.754
"167","Joe Slucher",21,0.731
"168","Mark Winters",20,0.818
"169","Alix Branwyn",20,0.747
"170","Heather Hudson",20,0.788
"171","Alexander Mokhov",20,0.788
"172","Helge C. Balzer",19,0.7
"173","Heonhwa Choe",19,0.732
"174","Rovina Cai",18,0.716
"175","Kekai Kotaki",17,0.711
"176","Tyler Jacobson",17,0.708
"177","Simon Dominic",17,0.714
"178","John Thacker",16,0.724
"179","Todd Lockwood",16,0.75
"180","Scott Murphy",15,0.725
"181","Willian Murai",15,0.681
"182","Lars Grant-West",15,0.725
"183","Charles Urbach",15,0.707
"184","Sam White",14,0.673
"185","Muhammad Firdaus",14,0.685
"186","Livia Prima",13,0.75
"187","Eytan Zana",13,0.76
"188","Joshua Raphael",12,0.792
"189","David Rapoza",12,0.675
"190","Ilse Gort",12,0.651
"191","Tuan Duong Chu",11,0.762
"192","Nino Vecia",11,0.737
"193","Jason A. Engle",11,0.765
"194","Colin Boyer",10,0.793
"195","Allen Williams",10,0.778
"196","Sam Guay",10,0.8
"197","Andrey Kuzinskiy",10,0.697
"198","Bud Cook",9,0.733
"199","Justine Cruz",9,0.721
"200","Viko Menezes",9,0.731
"201","Aurore Folny",9,0.727
"202","D. Alexander Gregory",8,0.793
"203","Rudy Siswanto",8,0.682
"204","Evyn Fong",8,0.571
"205","NéNé Thomas",7,0.654
"206","Suzanne Helmigh",7,0.75
"207","Dave Dorman",6,0.769
"208","Kamila Szutenberg",6,0.609
"209","Anthony Palumbo",6,0.667
"210","Jim Nelson",5,0.786
"211","Naomi Baker",5,0.833
"212","Anna Podedworna",5,0.727
"213","Mark Zug",5,0.833
"214","Anthony S. Waters",5,0.636
"215","Yohann Schepacz",4,0.72
"216","Denys Tsiperko",4,0.75
"217","Iris Compiet",4,0.75
"218","Alex Konstad",4,0.75
"219","Jana Schirmer",4,0.75
"220","Krharts",4,0.75
"221","Robin Olausson",4,0.75
"222","A. M. Sartor",4,0.571
"223","Karla Ortiz",3,0.727
"224","Tia Masic",3,0.75
"225","Zhang Jiazhen",3,0.571
"226","Darek Zabrocki",2,0.929
"227","Michele Parisi",2,0.714
"228","David Gaillet",2,0.75
"229","Marcela Bolívar",2,0.75
"230","Konstantin Porubov",2,0.75
"231","Sidharth Chaturvedi",2,0.571
"232","Ryan Alexander Lee",1,0.75
"233","Jack Wang",1,0.75
"234","Fiona Hsieh",1,0.75
