"","SetCode","NoCopies","Winrate"
"1","LEA",2728,0.725
"2","NEO",2222,0.728
"3","MID",1901,0.727
"4","ELD",1757,0.722
"5","KHM",1621,0.733
"6","AFR",1449,0.723
"7","WAR",1332,0.731
"8","ZNR",1317,0.735
"9","SNC",1000,0.722
"10","BRO",964,0.723
"11","VOW",907,0.725
"12","M20",902,0.74
"13","IKO",846,0.728
"14","KLD",730,0.738
"15","DIS",709,0.727
"16","AER",688,0.729
"17","THB",682,0.73
"18","THS",669,0.742
"19","AKH",660,0.731
"20","DMU",615,0.725
"21","RTR",612,0.725
"22","DTK",604,0.728
"23","SOI",544,0.73
"24","ICE",538,0.712
"25","LRW",522,0.731
"26","DOM",490,0.731
"27","RAV",464,0.748
"28","GPT",407,0.733
"29","M14",401,0.73
"30","KTK",361,0.732
"31","XLN",361,0.731
"32","ORI",356,0.742
"33","HOU",339,0.723
"34","MOR",318,0.722
"35","M19",317,0.74
"36","STX",316,0.721
"37","GRN",309,0.735
"38","OGW",303,0.732
"39","M10",257,0.744
"40","VIS",235,0.752
"41","GTC",215,0.741
"42","M21",215,0.731
"43","SOM",214,0.743
"44","RIX",211,0.744
"45","DGM",207,0.738
"46","INV",204,0.722
"47","USG",200,0.721
"48","MRD",195,0.747
"49","ONE",185,0.742
"50","EMN",184,0.726
"51","ZEN",170,0.714
"52","APC",118,0.748
"53","BFZ",116,0.708
"54","PLC",94,0.72
"55","DKA",91,0.705
"56","RNA",85,0.739
"57","M15",68,0.734
"58","ISD",62,0.735
"59","TSP",62,0.738
"60","CMD",61,0.723
"61","BNG",60,0.786
"62","JOU",49,0.738
"63","M13",47,0.746
"64","FRF",43,0.726
"65","MBS",19,0.722
"66","ALA",12,0.784
"67","M12",4,0.714
"68","NPH",4,0.75
"69","ROE",3,0.571
"70","PTK",3,0.571
