"","SetCode","NoCopies","Winrate"
"1","MH2",5265,0.747
"2","MH1",2518,0.75
"3","ZEN",2329,0.751
"4","LEA",2140,0.747
"5","ONS",1587,0.746
"6","NEO",1110,0.744
"7","ELD",947,0.757
"8","WAR",789,0.742
"9","GPT",732,0.751
"10","WWK",720,0.746
"11","RAV",709,0.74
"12","KLD",687,0.75
"13","STX",643,0.749
"14","DIS",641,0.749
"15","ICE",623,0.747
"16","M20",621,0.749
"17","FUT",548,0.746
"18","ZNR",521,0.752
"19","LRW",492,0.736
"20","SOM",475,0.729
"21","TSP",468,0.746
"22","MID",461,0.754
"23","5DN",461,0.747
"24","AVR",421,0.752
"25","ARB",419,0.765
"26","CSP",401,0.752
"27","THB",369,0.733
"28","NPH",365,0.731
"29","ALA",364,0.747
"30","ATQ",355,0.735
"31","IKO",347,0.749
"32","MRD",306,0.73
"33","M11",301,0.747
"34","EMN",290,0.739
"35","PC2",272,0.767
"36","DRK",257,0.755
"37","ROE",243,0.739
"38","AER",229,0.731
"39","M21",228,0.749
"40","PLS",228,0.739
"41","DKA",205,0.726
"42","AFR",200,0.724
"43","PLC",197,0.749
"44","APC",190,0.751
"45","ISD",162,0.76
"46","RTR",161,0.743
"47","AKH",158,0.756
"48","CHK",158,0.741
"49","DST",157,0.73
"50","MBS",147,0.728
"51","SHM",147,0.739
"52","HOU",145,0.764
"53","CON",145,0.748
"54","DOM",134,0.749
"55","SOI",134,0.735
"56","KTK",129,0.748
"57","RNA",120,0.735
"58","SOK",110,0.729
"59","JOU",109,0.739
"60","OGW",104,0.754
"61","INV",103,0.736
"62","GTC",99,0.754
"63","CMD",96,0.746
"64","M19",88,0.729
"65","BFZ",80,0.729
"66","GRN",74,0.742
"67","MIR",73,0.729
"68","VOW",72,0.762
"69","XLN",69,0.755
"70","STH",66,0.724
"71","DTK",64,0.715
"72","WTH",56,0.714
"73","ARN",55,0.714
"74","EVE",53,0.715
"75","DGM",48,0.723
"76","FRF",36,0.723
"77","ULG",34,0.75
"78","MOR",33,0.74
"79","P02",28,0.717
"80","M13",26,0.707
"81","M15",24,0.75
"82","KHM",20,0.682
"83","PTK",19,0.784
"84","TMP",19,0.719
"85","JUD",19,0.714
"86","TOR",18,0.711
"87","ORI",13,0.674
"88","M12",12,0.737
"89","C14",11,0.757
"90","M10",11,0.738
"91","RIX",8,0.75
"92","LEG",7,0.714
"93","THS",6,0.7
"94","ALL",4,0.714
"95","M14",1,1
"96","VIS",1,0.571
