"","Artist","NoCopies","Winrate"
"1","Christopher Rush",801,0.665
"2","Rob Alexander",718,0.67
"3","Mark Poole",680,0.677
"4","Greg Staples",593,0.668
"5","Kaja Foglio",551,0.673
"6","Anson Maddocks",514,0.659
"7","Douglas Shuler",477,0.671
"8","John Avon",436,0.68
"9","Richard Thomas",427,0.663
"10","Dan Scott",420,0.668
"11","Steven Belledin",412,0.673
"12","Dan Frazier",407,0.666
"13","Marc Simonetti",332,0.666
"14","Alex Horley-Orlandelli",309,0.67
"15","Irina Nordsol",300,0.673
"16","Jesper Myrfors",287,0.665
"17","Rebecca Guay",280,0.659
"18","Raoul Vitale",275,0.668
"19","Svetlin Velinov",266,0.67
"20","Jonas De Ro",234,0.674
"21","Colin Boyer",228,0.668
"22","Bastien L. Deharme",217,0.666
"23","Matt Thompson",211,0.662
"24","Evyn Fong",208,0.656
"25","Matt Stewart",206,0.671
"26","Filip Burburan",205,0.665
"27","Jean-Sébastien Rossbach",205,0.672
"28","Vance Kovacs",204,0.669
"29","Terese Nielsen",201,0.656
"30","Mark Tedin",199,0.663
"31","Slawomir Maniak",196,0.663
"32","Lawrence Snelly",196,0.672
"33","Ben Thompson",191,0.671
"34","Thomas M. Baxa",181,0.672
"35","Greg Hildebrandt",180,0.676
"36","David Gaillet",175,0.665
"37","Mathias Kollros",175,0.675
"38","Gabor Szikszai",172,0.672
"39","Craig J Spearing",167,0.676
"40","Ben Wootten",159,0.665
"41","Yeong-Hao Han",156,0.658
"42","Randy Gallegos",150,0.67
"43","Mike Ploog",149,0.669
"44","Anastasia Ovchinnikova",149,0.658
"45","Kev Walker",144,0.661
"46","Drew Tucker",143,0.682
"47","Dave Allsop",128,0.661
"48","YW Tang",127,0.66
"49","Sandra Everingham",121,0.675
"50","Jesper Ejsing",118,0.661
"51","Johannes Voss",116,0.668
"52","Magali Villeneuve",115,0.676
"53","Eytan Zana",114,0.674
"54","Tom Wänerstrand",109,0.683
"55","Christopher Moeller",108,0.667
"56","David Martin",102,0.672
"57","Eric Peterson",101,0.674
"58","Allen Williams",101,0.675
"59","Joseph Meehan",96,0.658
"60","Warren Mahy",93,0.674
"61","Dany Orizio",93,0.658
"62","Glen Angus",93,0.673
"63","Howard Lyon",92,0.661
"64","Daarken",92,0.635
"65","Franz Vohwinkel",91,0.657
"66","Michael Sutfin",87,0.658
"67","Aaron Miller",85,0.687
"68","Ron Spencer",81,0.662
"69","Luca Zontini",79,0.68
"70","Lindsey Look",73,0.655
"71","Ron Spears",73,0.652
"72","Martina Fackova",70,0.652
"73","Ilse Gort",69,0.667
"74","James Paick",69,0.644
"75","Pete Venters",67,0.619
"76","Sidharth Chaturvedi",66,0.687
"77","Daren Bader",66,0.682
"78","Paolo Parente",66,0.659
"79","Vincent Proce",64,0.652
"80","Massimilano Frezzato",64,0.652
"81","Jaime Jones",63,0.694
"82","Justine Cruz",63,0.646
"83","Zoltan Boros",62,0.659
"84","Joe Slucher",61,0.664
"85","Robbie Trevino",60,0.67
"86","Tia Masic",60,0.6
"87","Raymond Swanland",59,0.656
"88","Michael Danza",58,0.64
"89","Mike Raabe",56,0.664
