"","CardNames","DeckCount","Winrate95Min"
"1","Pyroblast",108,64.2
"2","Relic of Progenitus",130,64.1
"3","Dust to Dust",42,63.4
"4","Krark-Clan Shaman",57,63.2
"5","Duress",82,63.1
"6","Gorilla Shaman",95,63.1
"7","Electrickery",66,62.8
"8","Red Elemental Blast",80,62.7
"9","Flaring Pain",56,62.6
"10","Fiery Cannonade",84,62.6
"11","Weather the Storm",32,62.4
"12","Dispel",69,62.4
"13","Chainer's Edict",50,62.3
"14","Stormbound Geist",44,62.1
"15","Hydroblast",54,62
"16","Blue Elemental Blast",63,61.5
"17","Revoke Existence",21,61.3
"18","Unexpected Fangs",42,60.6
"19","Thorn of the Black Rose",23,60.2
"20","Gut Shot",30,59.9
"21","Suffocating Fumes",42,59.8
"22","Nihil Spellbomb",39,59.7
"23","Echoing Truth",27,59.2
"24","Cast Down",35,59.1
"25","Parapet",10,58.5
"26","Curfew",26,58.4
"27","Ramosian Rally",5,57.9
"28","Introduction to Prophecy",3,57.8
"29","Pyromatics",3,57.8
"30","Tormod's Crypt",9,57.7
"31","Shenanigans",33,57.7
"32","Pestilence",13,57.4
"33","Feldon's Cane",8,57.3
"34","Okiba-Gang Shinobi",13,57.3
"35","Annul",16,57.1
"36","Circle of Protection: Green",7,56.7
"37","Reaping the Graves",18,56.4
"38","Leave No Trace",8,56.3
"39","Firebrand Archer",11,56.1
"40","Ghitu Lavarunner",11,56.1
"41","Lifelink",15,56
"42","Abrade",4,55.4
"43","Lone Missionary",8,55.2
"44","Standard Bearer",14,55.2
"45","Crimson Acolyte",15,55.2
"46","Distress",10,55.1
"47","Diabolic Edict",9,54.9
"48","Spell Pierce",13,54.8
"49","Gurmag Angler",7,54.4
"50","Martyr of Ashes",13,54.4
