"","SetCode","NoCopies","Winrate"
"1","MH2",4334,0.724
"2","ZEN",1971,0.72
"3","LEA",1754,0.717
"4","MH1",1636,0.726
"5","ONS",1490,0.721
"6","NEO",945,0.724
"7","ELD",788,0.721
"8","GPT",718,0.721
"9","WWK",619,0.718
"10","M20",592,0.732
"11","DIS",518,0.728
"12","RAV",511,0.719
"13","WAR",495,0.706
"14","STX",491,0.723
"15","LRW",484,0.715
"16","SNC",480,0.721
"17","5DN",446,0.719
"18","ICE",442,0.74
"19","KLD",397,0.726
"20","SOM",389,0.706
"21","DMU",388,0.696
"22","NPH",382,0.713
"23","THB",368,0.712
"24","ZNR",364,0.721
"25","AER",353,0.711
"26","ATQ",347,0.707
"27","IKO",340,0.717
"28","EMN",333,0.73
"29","CSP",326,0.726
"30","MRD",312,0.698
"31","AVR",288,0.726
"32","FUT",283,0.728
"33","CMD",276,0.727
"34","APC",275,0.711
"35","M21",264,0.73
"36","ARB",262,0.74
"37","MID",262,0.731
"38","TSP",242,0.719
"39","DRK",224,0.72
"40","RNA",219,0.722
"41","CHK",179,0.712
"42","MBS",172,0.725
"43","PC2",168,0.739
"44","DKA",167,0.738
"45","PLS",165,0.721
"46","AFR",162,0.713
"47","KTK",146,0.686
"48","ALA",141,0.701
"49","DST",139,0.7
"50","HOU",138,0.71
"51","ORI",135,0.704
"52","GTC",126,0.675
"53","PLC",124,0.728
"54","SOK",112,0.708
"55","M11",110,0.748
"56","RTR",107,0.713
"57","ROE",103,0.687
"58","SOI",100,0.745
"59","SHM",99,0.701
"60","AKH",96,0.746
"61","OGW",92,0.694
"62","VOW",91,0.716
"63","JOU",91,0.689
"64","CON",87,0.719
"65","MOR",81,0.733
"66","DOM",71,0.697
"67","STH",68,0.723
"68","DGM",68,0.696
"69","GRN",63,0.739
"70","DTK",57,0.702
"71","M19",56,0.692
"72","MIR",45,0.767
"73","ISD",43,0.722
"74","INV",42,0.683
"75","P02",37,0.671
"76","BFZ",36,0.723
"77","XLN",34,0.676
"78","EVE",26,0.766
"79","M13",22,0.739
"80","M12",20,0.696
"81","THS",20,0.732
"82","KHM",19,0.714
"83","TMP",19,0.706
"84","FRF",18,0.699
"85","M10",16,0.7
"86","JUD",12,0.72
"87","ARN",11,0.759
"88","M15",8,0.73
"89","ULG",6,0.833
"90","BOK",5,0.722
"91","C14",4,0.714
"92","BNG",4,0.75
"93","PTK",3,0.75
"94","VIS",1,0.75
"95","WTH",1,0.625
"96","LEG",1,0.75
