"","SetCode","NoCopies","Winrate"
"1","LEA",1353,0.644
"2","MRD",863,0.641
"3","ICE",610,0.628
"4","MH2",374,0.643
"5","NEO",333,0.646
"6","SOM",318,0.661
"7","MH1",275,0.633
"8","TSP",219,0.64
"9","USG",187,0.634
"10","AFR",182,0.639
"11","MBS",181,0.628
"12","LRW",179,0.613
"13","VOW",176,0.649
"14","XLN",173,0.637
"15","DST",160,0.624
"16","IKO",155,0.634
"17","MMQ",147,0.656
"18","ZEN",144,0.662
"19","JUD",136,0.679
"20","M11",129,0.622
"21","TOR",124,0.64
"22","ALA",114,0.642
"23","KTK",111,0.664
"24","WWK",111,0.611
"25","RTR",110,0.659
"26","BOK",101,0.604
"27","RAV",100,0.669
"28","DOM",99,0.622
"29","ULG",98,0.649
"30","SOI",93,0.665
"31","NPH",91,0.66
"32","DKA",89,0.627
"33","KHM",87,0.595
"34","ROE",85,0.65
"35","M13",76,0.608
"36","SHM",71,0.672
"37","CN2",70,0.642
"38","VIS",68,0.646
"39","CSP",64,0.653
"40","DIS",63,0.663
"41","C16",62,0.626
"42","ONS",58,0.641
"43","INV",58,0.675
"44","FRF",56,0.623
"45","EVE",56,0.675
"46","APC",54,0.623
"47","ISD",52,0.664
"48","ELD",50,0.667
"49","5DN",49,0.68
"50","GPT",46,0.63
"51","ZNR",45,0.651
"52","ORI",45,0.633
"53","M12",42,0.657
"54","LEG",42,0.611
"55","CMR",41,0.643
"56","TMP",39,0.678
"57","ATQ",39,0.687
"58","AVR",38,0.64
"59","GTC",29,0.632
"60","M10",28,0.667
"61","THS",26,0.638
"62","CHK",25,0.638
"63","ARN",23,0.646
"64","HOU",22,0.656
"65","OGW",21,0.635
"66","M21",20,0.641
"67","MOR",19,0.582
"68","RNA",18,0.61
"69","AKH",17,0.667
"70","EMN",16,0.63
"71","KLD",15,0.667
"72","STX",13,0.684
"73","MID",13,0.6
"74","LGN",13,0.577
"75","SCG",11,0.654
"76","M15",10,0.69
"77","PLS",10,0.654
"78","THB",10,0.657
"79","JMP",8,0.632
"80","ODY",8,0.6
"81","M14",8,0.556
"82","FUT",7,0.63
"83","PLC",5,0.556
"84","BNG",4,0.714
"85","GRN",4,0.714
"86","JOU",4,0.714
"87","FEM",4,0.571
"88","M19",3,0.571
"89","STH",3,0.55
"90","AER",2,0.8
"91","ARB",2,0.667
"92","BFZ",1,0.667
