"","CardNames","DeckCount","Winrate95Min"
"1","Force of Vigor",154,71.9
"2","Mystical Dispute",180,71.4
"3","Endurance",127,71
"4","Foundation Breaker",79,70.7
"5","Blood Moon",75,70.3
"6","Flusterstorm",106,70.3
"7","Chalice of the Void",137,70.3
"8","Subtlety",64,70
"9","Engineered Explosives",186,69.7
"10","Alpine Moon",122,69.1
"11","Pithing Needle",81,69
"12","Aether Gust",69,68.8
"13","Lurrus of the Dream-Den",146,68.7
"14","Kaheera, the Orphanguard",35,68.6
"15","Soul-Guide Lantern",75,68.5
"16","Kozilek's Return",62,68.4
"17","Seal of Cleansing",56,68.3
"18","Void Mirror",76,68.3
"19","Abrade",49,68
"20","Sanctifier en-Vec",89,68
"21","Veil of Summer",67,67.9
"22","Unmoored Ego",12,67.7
"23","Path to Exile",83,67.7
"24","Fracturing Gust",26,67.6
"25","Force of Negation",69,67.4
"26","Nihil Spellbomb",53,67.3
"27","Teferi, Time Raveler",21,66.9
"28","Relic of Progenitus",41,66.8
"29","Prismatic Ending",84,66.8
"30","Wear // Tear",61,66.7
"31","Tormod's Crypt",52,66.6
"32","Grist, the Hunger Tide",4,66.3
"33","Liquimetal Coating",28,66.2
"34","Torpor Orb",36,66.2
"35","Dovin's Veto",16,66
"36","Anger of the Gods",28,66
"37","Kozilek, Butcher of Truth",30,65.9
"38","Sundering Titan",23,65.7
"39","Brazen Borrower",35,65.6
"40","Summary Dismissal",5,65.5
"41","Emrakul, the Aeons Torn",33,65.5
"42","Shattering Spree",28,65.4
"43","Manriki-Gusari",44,65.4
"44","Walking Ballista",23,65.3
"45","Ensnaring Bridge",30,65.3
"46","Celestial Purge",19,65.2
"47","Trinisphere",22,65.2
"48","Firespout",11,65
"49","Drannith Magistrate",36,64.7
"50","Wurmcoil Engine",9,64.6
