"","SetCode","NoCopies","Winrate"
"1","MH2",5066,0.726
"2","MH1",2547,0.73
"3","LEA",2501,0.728
"4","ZEN",2069,0.726
"5","ONS",1527,0.724
"6","ELD",1175,0.734
"7","GPT",783,0.73
"8","WWK",747,0.715
"9","5DN",739,0.718
"10","LRW",718,0.71
"11","KLD",714,0.723
"12","SOM",696,0.724
"13","M20",654,0.727
"14","DIS",652,0.73
"15","WAR",642,0.734
"16","STX",621,0.732
"17","RAV",619,0.724
"18","ATQ",602,0.726
"19","NPH",602,0.713
"20","IKO",563,0.73
"21","MRD",562,0.729
"22","CSP",546,0.719
"23","ZNR",538,0.72
"24","ROE",491,0.723
"25","THB",466,0.719
"26","ARB",460,0.736
"27","FUT",458,0.726
"28","TSP",456,0.723
"29","ICE",340,0.694
"30","DKA",309,0.732
"31","AER",304,0.728
"32","EMN",290,0.734
"33","ISD",288,0.717
"34","MBS",288,0.718
"35","PC2",287,0.744
"36","CON",283,0.712
"37","DRK",280,0.73
"38","SHM",256,0.724
"39","OGW",248,0.744
"40","HOU",224,0.729
"41","APC",223,0.726
"42","CMD",210,0.731
"43","KTK",191,0.704
"44","DTK",183,0.711
"45","SOK",180,0.718
"46","AKH",174,0.737
"47","RTR",164,0.733
"48","AFR",159,0.727
"49","AVR",158,0.738
"50","M21",156,0.72
"51","BFZ",152,0.745
"52","INV",150,0.721
"53","NEM",150,0.731
"54","DGM",149,0.719
"55","ALA",146,0.709
"56","DST",138,0.712
"57","CHK",137,0.708
"58","GTC",122,0.698
"59","PLS",113,0.709
"60","RNA",111,0.702
"61","PLC",108,0.763
"62","JOU",100,0.703
"63","M11",81,0.736
"64","M10",77,0.705
"65","GRN",74,0.725
"66","FRF",60,0.714
"67","STH",60,0.718
"68","M12",55,0.713
"69","SOI",54,0.74
"70","XLN",53,0.692
"71","THS",53,0.73
"72","TMP",51,0.724
"73","DOM",50,0.731
"74","MOR",49,0.709
"75","WTH",47,0.704
"76","ULG",43,0.699
"77","KHM",42,0.735
"78","EVE",42,0.754
"79","P02",36,0.639
"80","ORI",30,0.769
"81","JUD",28,0.694
"82","MIR",25,0.75
"83","CN2",21,0.648
"84","M15",17,0.744
"85","ALL",12,0.696
"86","LEG",10,0.712
"87","BNG",9,0.708
"88","M13",8,0.743
"89","ARN",6,0.571
"90","C14",5,0.786
"91","TOR",5,0.708
"92","PTK",4,0.7
"93","SCG",4,0.625
"94","ODY",3,0.778
