"","CardNames","DeckCount","WinrateAverage"
"1","Mystical Dispute",209,70.3
"2","Anger of the Gods",111,69.6
"3","Aether Gust",108,68.9
"4","Go Blank",93,72.1
"5","Alpine Moon",77,70.9
"6","Rest in Peace",75,70.4
"7","Deafening Silence",73,68.2
"8","Narset, Parter of Veils",70,68.9
"9","Portable Hole",69,70.3
"10","Roiling Vortex",67,74.1
"11","Grafdigger's Cage",67,67.7
"12","Lurrus of the Dream-Den",63,72.4
"13","Fry",60,71.4
"14","Jegantha, the Wellspring",55,72.6
"15","Jace, Wielder of Mysteries",54,69
"16","Invasive Surgery",47,69.6
"17","Thoughtseize",47,73.3
"18","Fatal Push",46,70.4
"19","Radiant Flames",44,72.9
"20","Thought Distortion",44,68.8
"21","Redcap Melee",43,71
"22","Rending Volley",40,71.3
"23","Lava Coil",40,73.5
"24","Light of Hope",39,73.4
"25","Legion's End",39,69.2
"26","Stern Dismissal",38,72.3
"27","Duress",37,70.9
"28","Kalitas, Traitor of Ghet",33,71.3
"29","Outland Liberator",29,72.8
"30","Ugin, the Spirit Dragon",29,70.7
"31","Scab-Clan Berserker",29,74.3
"32","Binding the Old Gods",28,75.9
"33","Approach of the Second Sun",28,70.6
"34","Deafening Clarion",28,72.7
"35","Blood Baron of Vizkopa",28,68.4
"36","Silence",27,72.9
"37","Peer into the Abyss",27,70
"38","Hullbreaker Horror",27,66.3
"39","Dovin's Veto",26,70.3
"40","Supreme Verdict",26,69.7
"41","Searing Blood",26,75.3
"42","Adanto Vanguard",26,73.5
"43","Nine Lives",25,71.1
"44","Fight as One",25,72.1
"45","Wilt",25,68.8
"46","Negate",22,70.6
"47","Sunset Revelry",21,69
"48","Ray of Enfeeblement",21,77.8
"49","Yasharn, Implacable Earth",21,72.3
"50","Crippling Fear",21,67.8
