"","SetCode","NoCopies","Winrate"
"1","ELD",2480,0.713
"2","ZNR",1916,0.704
"3","LEA",1818,0.704
"4","MID",1803,0.702
"5","WAR",1210,0.704
"6","AFR",1203,0.714
"7","THS",1157,0.717
"8","IKO",1132,0.711
"9","VOW",1059,0.702
"10","KLD",1043,0.713
"11","M20",1020,0.696
"12","KTK",960,0.711
"13","STX",931,0.707
"14","KHM",917,0.714
"15","SOI",907,0.693
"16","GRN",692,0.71
"17","RAV",658,0.712
"18","GPT",649,0.713
"19","AKH",623,0.711
"20","AER",618,0.711
"21","XLN",535,0.705
"22","RTR",466,0.707
"23","DOM",463,0.712
"24","INV",446,0.701
"25","M10",398,0.713
"26","DIS",396,0.713
"27","M21",389,0.688
"28","RIX",369,0.703
"29","LRW",367,0.714
"30","THB",358,0.723
"31","RNA",327,0.715
"32","APC",323,0.712
"33","ORI",320,0.703
"34","DTK",319,0.708
"35","GTC",273,0.715
"36","TSP",264,0.687
"37","MOR",253,0.697
"38","EMN",245,0.684
"39","DGM",238,0.692
"40","M19",236,0.704
"41","HOU",208,0.728
"42","FRF",206,0.701
"43","JOU",204,0.734
"44","BFZ",204,0.712
"45","ICE",183,0.669
"46","DKA",175,0.679
"47","ISD",164,0.709
"48","OGW",147,0.706
"49","M14",121,0.68
"50","MRD",120,0.707
"51","USG",105,0.714
"52","BNG",105,0.751
"53","PLC",38,0.702
"54","M13",27,0.702
"55","TOR",25,0.76
"56","M15",17,0.696
"57","M11",16,0.667
"58","CMD",13,0.639
"59","ZEN",11,0.641
"60","ALA",11,0.639
"61","WWK",7,0.741
"62","PTK",4,0.75
"63","ODY",3,0.733
