"","CardNames","DeckCount","WinrateAverage"
"1","Lurrus of the Dream-Den",37,71
"2","Engineered Explosives",37,74
"3","Pithing Needle",30,69.6
"4","Sanctifier en-Vec",30,70.7
"5","Relic of Progenitus",30,73.1
"6","Dress Down",28,70.5
"7","Spell Pierce",28,73.1
"8","Force of Vigor",27,73.9
"9","Mystical Dispute",23,72.3
"10","Alpine Moon",21,74.3
"11","Path to Exile",21,71.6
"12","Nihil Spellbomb",20,71.7
"13","Thoughtseize",18,72.4
"14","Veil of Summer",18,72.4
"15","Kolaghan's Command",16,72.7
"16","Endurance",15,73.3
"17","Blood Moon",14,73.7
"18","Terminate",13,72.3
"19","Prismatic Ending",13,71.6
"20","Tourach, Dread Cantor",11,72.4
"21","Yorion, Sky Nomad",11,73
"22","Soul-Guide Lantern",10,72
"23","Jace, the Mind Sculptor",10,71.6
"24","Leyline of Sanctity",10,72.1
"25","Seal of Cleansing",10,70.4
"26","Torpor Orb",10,63.9
"27","Pyrite Spellbomb",9,71
"28","Boseiju, Who Endures",8,78
"29","Burrenton Forge-Tender",8,70.1
"30","Wear // Tear",8,75
"31","Force of Negation",8,70.5
"32","Subtlety",8,72.2
"33","Cathar Commando",7,70
"34","Chalice of the Void",7,71.4
"35","Fury",7,69.4
"36","Flusterstorm",7,75.6
"37","Emrakul, the Aeons Torn",7,63
"38","Foundation Breaker",7,71.7
"39","Void Mirror",6,71.1
"40","Cavern of Souls",5,80.6
"41","Magus of the Moon",5,72.5
"42","Aether Gust",5,73.2
"43","Drannith Magistrate",5,69.8
"44","Silence",5,60
"45","Dovin's Veto",4,71.9
"46","Tormod's Crypt",4,70.6
"47","Prismari Command",4,74.1
"48","Teferi, Time Raveler",4,64.3
"49","Rest in Peace",4,60.7
"50","Deflecting Palm",4,70.4
