"","CardNames","DeckCount","WinrateAverage"
"1","Graven Cairns",1,87.5
"2","Selesnya Sanctuary",3,85
"3","Radiant Fountain",3,84
"4","Azusa, Lost but Seeking",4,82.8
"5","Crumbling Vestige",3,82.4
"6","Explore",4,81.2
"7","Arboreal Grazer",5,80.6
"8","Cultivator Colossus",5,80.6
"9","Dryad of the Ilysian Grove",5,80.6
"10","Primeval Titan",5,80.6
"11","Amulet of Vigor",5,80.6
"12","Castle Garenbrig",5,80.6
"13","Gruul Turf",5,80.6
"14","Hanweir Battlements",5,80.6
"15","Simic Growth Chamber",5,80.6
"16","Tolaria West",5,80.6
"17","Valakut, the Molten Pinnacle",5,80.6
"18","Vesuva",5,80.6
"19","Summoner's Pact",6,80
"20","Prismari Command",6,80
"21","Time Warp",1,80
"22","Path to Exile",1,80
"23","Reflecting Pool",1,80
"24","Archon of Emeria",1,80
"25","Flickerwisp",1,80
"26","Leonin Arbiter",1,80
"27","Ramunap Excavator",1,80
"28","Maul of the Skyclaves",1,80
"29","Oath of Nissa",1,80
"30","Branchloft Pathway",1,80
"31","Brushland",1,80
"32","Cave of the Frost Dragon",1,80
"33","Eiganjo Castle",1,80
"34","Ghost Quarter",1,80
"35","Razorverge Thicket",1,80
"36","Turntimber Symbiosis",6,79.5
"37","The Reality Chip",3,79.3
"38","Expedition Map",4,79.2
"39","Golgari Rot Farm",4,79.2
"40","Snow-Covered Swamp",5,77.8
"41","Skyclave Apparition",2,77.8
"42","Thalia, Guardian of Thraben",2,77.8
"43","Aether Vial",2,77.8
"44","Renegade Rallier",1,77.8
"45","Birgi, God of Storytelling",1,77.8
"46","Grapeshot",1,77.8
"47","Lava Dart",1,77.8
"48","Experimental Frenzy",1,77.8
"49","Song-Mad Treachery",1,77.8
"50","Crashing Footfalls",4,76.9
